,Drug_ID,SMILES,Half_Life_Obach
251,CHEMBL1194,CCCNC(C)C(=O)Nc1ccccc1C,1.8
252,CHEMBL19019,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1.9
254,CHEMBL1087,Cc1cccc(C)c1NC(=O)C1CCCCN1C,2.0
255,CHEMBL95804,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,3.8
256,CHEMBL1531134,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.9
257,CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,4.2
258,CHEMBL1463,Nc1[nH]c(=O)ncc1F,4.2
259,CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,4.3
260,CHEMBL940,NCC1(CC(=O)O)CCCCC1,5.3
262,CHEMBL1201288,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,10.0
263,CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,10.0
264,CHEMBL434394,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,10.0
265,CHEMBL1568,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,11.0
266,CHEMBL113278,CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,11.0
268,CHEMBL1146,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,0.75
269,CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.78
270,CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.78
271,CHEMBL50882,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],0.78
272,CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,6.8
273,CHEMBL190,Cn1c(=O)c2nc[nH]c2n(C)c1=O,7.2
275,CHEMBL559288,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,8.0
276,CHEMBL2103780,CCN1C[C@H]2CN(C)C[C@H](C1)C2OC(=O)c1ccc(Cl)cc1,8.6
277,CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9.0
278,CHEMBL1231101,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,9.9
279,CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,10.0
280,CHEMBL404520,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7.0
281,CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,7.0
282,CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,7.0
283,CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,7.0
284,CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,7.5
285,CHEMBL813,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,2.1
286,CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,1.0
287,CHEMBL398707,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,2.3
288,CHEMBL1425,Sc1ncnc2nc[nH]c12,1.0
289,CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,2.4
290,CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1.0
291,CHEMBL1644,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1.1
292,CHEMBL418192,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,2.5
293,CHEMBL266510,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,37.0
294,CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,570.0
295,CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,1.7
296,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1.8
297,CHEMBL608806,CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,1.5
298,CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,8.0
299,CHEMBL551978,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,9.3
300,CHEMBL1614662,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,9.4
301,CHEMBL558,Cc1cccc(C)c1OCC(C)N,9.9
302,CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,11.0
303,CHEMBL1614655,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,11.0
305,CHEMBL315795,Cc1ncsc1CCCl,4.5
306,CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,5.1
309,CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,7.4
311,CHEMBL671,S=P(N1CC1)(N1CC1)N1CC1,2.7
313,CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,0.9
314,CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.2
315,CHEMBL465,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,33.0
317,CHEMBL441809,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,1.5
318,CHEMBL108358,NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,5.9
319,CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,14.0
320,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,32.0
321,CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,33.0
322,CHEMBL286494,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,42.0
323,CHEMBL1591,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,12.0
324,CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,12.0
325,CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,15.0
326,CHEMBL1166,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0.4
327,CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,20.0
329,CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,22.0
330,CHEMBL3301673,CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@H](O3)[C@@H]2Cc2ccccc2CCC(=O)O)n1,22.0
331,CHEMBL13280,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,25.0
332,CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,25.0
334,CHEMBL138225,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,27.0
335,CHEMBL877,NC[C@H]1CC[C@H](C(=O)O)CC1,2.3
336,CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,3.1
337,CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,6.6
338,CHEMBL359164,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,82.0
339,CHEMBL7568,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,120.0
340,CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,200.0
341,CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,820.0
343,CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,24.0
344,CHEMBL1614651,NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,32.0
345,CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.0
346,CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,3.9
347,CHEMBL862,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,15.0
348,CHEMBL1619,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,16.0
349,CHEMBL1201752,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,17.0
350,CHEMBL639,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,22.0
351,CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,25.0
352,CHEMBL628,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1.2
353,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.2
354,CHEMBL206025,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,5.2
355,CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,0.86
356,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,2.2
357,CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,5.0
358,CHEMBL895,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,3.7
359,CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,4.7
361,CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.9
362,CHEMBL36633,NC(=O)CN1CC(O)CC1=O,7.5
363,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.8
364,CHEMBL1614636,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@]21C,0.65
365,CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,7.1
366,CHEMBL649,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.2
367,CHEMBL503,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.4
368,CHEMBL3991199,C[C@@](O)(/C=C/[C@@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,1.5
369,CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1.5
370,CHEMBL1614658,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.6
371,CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.1
372,CHEMBL1521,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1.1
374,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,9.6
377,CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,11.0
378,CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,12.0
379,CHEMBL652,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,12.0
380,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.76
381,CHEMBL1201195,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1.5
382,CHEMBL339323,CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,0.96
383,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,1.3
384,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,4.8
385,CHEMBL1614659,COc1cc(CC(=O)NCC(=O)N(CCC(=O)O)Cc2ccc(CO)c(CO)c2)ccc1NC(=O)Nc1ccccc1C,1.6
386,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.9
388,CHEMBL523,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,46.0
389,CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,30.0
390,CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,48.0
392,CHEMBL109,CCCC(CCC)C(=O)O,12.0
395,CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,2.6
396,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,30.0
398,CHEMBL1541,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,3.2
399,CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,3.2
400,CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,3.4
401,CHEMBL3707182,C=C[C@@]1(O)C[N+]2(C)CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.7
402,CHEMBL1614648,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C,8.4
403,CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,9.3
404,CHEMBL1614647,C#C[C@]1(OS(=O)(=O)O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,9.3
405,CHEMBL898,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,10.0
406,CHEMBL1027,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,10.0
407,CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],11.0
408,CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,11.0
409,CHEMBL343448,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,11.0
410,CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,11.0
412,CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,2.4
413,CHEMBL615,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.84
414,CHEMBL2103764,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,2.1
415,CHEMBL64360,Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)N=C(N)N,2.2
416,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,2.2
419,CHEMBL123558,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,79.0
420,CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1.4
421,CHEMBL632,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5.6
422,CHEMBL1431,CN(C)C(=N)NC(=N)N,1.7
423,CHEMBL1189679,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,39.0
424,CHEMBL465026,CN1CCOC(c2ccccc2)c2ccccc2C1,5.0
425,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.4
426,CHEMBL539216,CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1.4
427,CHEMBL18116,Cc1cccc(N2CC(CO)OC2=O)c1,1.6
428,CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,1.7
429,CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,1.9
430,CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,1.9
431,CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,2.0
432,CHEMBL916,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,1.6
433,CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1.9
436,CHEMBL452,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,38.0
437,CHEMBL1738,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,2.5
440,CHEMBL17350,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,3.7
441,CHEMBL2303613,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,4.2
442,CHEMBL10316,c1ccc2c(c1)OCC(C1=NCCN1)O2,4.2
443,CHEMBL1614654,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,4.4
444,CHEMBL119625,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,0.78
445,CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.81
446,CHEMBL893,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.88
447,CHEMBL422037,CN(C)/N=N/c1ccc(C(=O)O)cc1,2.5
448,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.5
449,CHEMBL64,NNC(=O)c1ccncc1,1.0
450,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.1
451,CHEMBL188921,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,3.3
452,CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,3.3
453,CHEMBL1537,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.2
454,CHEMBL285347,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,1.1
455,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,3.3
457,CHEMBL210952,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.7
459,CHEMBL681,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,3.5
460,CHEMBL650,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,2.3
461,CHEMBL1725,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,2.6
462,CHEMBL133266,CC(C)(C)[C@]1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)[C@H](O)C231,3.2
463,CHEMBL600,CC(=O)N[C@@H](CS)C(=O)O,5.5
464,CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,5.5
465,CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,5.8
466,CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1.7
467,CHEMBL1201220,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.8
468,CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2.0
469,CHEMBL47072,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,2.3
470,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.4
471,CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,58.0
472,CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,67.0
473,CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,4.0
474,CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1.3
475,CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.6
476,CHEMBL188185,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,2.0
477,CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,7.9
478,CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.2
479,CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.8
480,CHEMBL306713,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)S[C@H]12,0.8
481,CHEMBL1518,CCCc1cc(=O)[nH]c(=S)[nH]1,1.3
482,CHEMBL279516,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,4.3
483,CHEMBL709,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,4.8
484,CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9.4
485,CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,7.9
486,CHEMBL3,CN1CCC[C@H]1c1cccnc1,2.0
487,CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,9.0
488,CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,13.0
489,CHEMBL576127,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,14.0
490,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,18.0
491,CHEMBL277062,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,21.0
492,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,22.0
493,CHEMBL644,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,23.0
494,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,26.0
495,CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,26.0
496,CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,45.0
499,CHEMBL363295,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,56.0
500,CHEMBL2092739,CCC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,5.7
501,CHEMBL222645,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,1.4
502,CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1.8
503,CHEMBL467,NC(=O)NO,3.4
504,CHEMBL152067,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,11.0
505,CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,12.0
506,CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,12.0
507,CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.68
508,CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.7
510,CHEMBL507674,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,1.8
511,CHEMBL24646,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,1.8
512,CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.57
