,Drug_ID,SMILES,LD50_Zhu
1712,"Phosphonodithioic acid, ethyl-, O-ethyl S-(o-tolyl) ester",CCOP(=S)(CC)Sc1ccccc1C,3.782
1713,"Phosphonodithioic acid, ethyl-, O-ethyl ester, S-ester with N-(mercaptomethyl)phthalimide",CCOP(=S)(CC)SCN1C(=O)c2ccccc2C1=O,4.372
1714,"Phosphonodithioic acid, ethyl-, S-((2,4-dichlorophenoxy)methyl) O-ethyl ester",CCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl,3.489
1715,"Phosphonodithioic acid, ethyl-, S-(((p-chlorophenyl)-thio)methyl) O-ethyl ester",CCOP(=S)(CC)SCSc1ccc(Cl)cc1,4.284
1716,"Phosphonodithioic acid, ethyl-, O-ethyl ester, S,S-diester with thiodimethanethiol (7CI)",CCOP(=S)(CC)SCSCSP(=S)(CC)OCC,5.239
1717,"Phosphonothioic acid, (chloromethyl)-, O-ethyl O-p-nitrophenyl ester",CCOP(=S)(CCl)Oc1ccc([N+](=O)[O-])cc1,3.367
1718,"Phosphonothioic acid, (chloromethyl)-, O-ethyl ester, O-ester with 4-hydroxy-m-anisonitrile",CCOP(=S)(CCl)Oc1ccc(C#N)cc1OC,3.634
1719,"Phosphonodithioic acid, chloromethyl-, O-ethyl S-(p-tolyl) ester",CCOP(=S)(CCl)Sc1ccc(C)cc1,2.922
1720,"Benzoic acid, 2-((ethoxy((1-methylethyl)amino)phosphinothioyl)oxy)-, 1-methylethyl ester",CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.091
1721,"Phosphoramidothioic acid, (1-methylpropyl)-, O-ethyl O-(5-methyl-2-nitrophenyl) ester (9CI)",CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],2.92
1722,"Phosphoramidothioic acid, methyl-, O-ethyl O-(3-methyl-4-(methylthio)phenyl) ester",CCOP(=S)(NC)Oc1ccc(SC)c(C)c1,4.765
1723,"Phosphorothioic acid, O-(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl) O-ethyl O-(1-methylethyl) ester",CCOP(=S)(OC(C)C)ON1C(=O)c2ccccc2C1=O,3.12
1724,"Phosphorodithioic acid, S-(4,6-dimethyl-2-pyrimidinyl) O-ethyl O-(1-methylethyl) ester (9CI)",CCOP(=S)(OC(C)C)Sc1nc(C)cc(C)n1,3.654
1725,"Phosphorodithioic acid, O-ethyl, O-isopropyl ester, S-ester N-(mercaptomethyl)phthalimide",CCOP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,3.857
1726,"Phosphorothioic acid, O-ethyl O-methyl O-(2,4,5-trichlorophenyl) ester",CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.029
1727,"Phosphorodithioic acid, O-ethyl O-methyl ester, S-ester with N-(mercaptomethyl)phthalimide",CCOP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.821
1728,"Phosphonothioic acid, phenyl-, O-ethyl ester, O-ester with p-hydroxybenzonitrile",CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,4.027
1729,"Phosphonothioic acid, phenyl-, O-ethyl O-(4-nitrophenyl) ester",CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.665
1730,"Phosphorothioic acid, O-ethyl O,O-bis(4-nitrophenyl) ester (9CI)",CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.759
1731,"Imidocarbonic acid, (diethoxyphosphinothioyl)dithio-, cyclic ethylene ester",CCOP(=S)(N=C1SCCS1)OCC,4.287
1732,"(1,3-Dihydro-1,3-dioxo-2H-isoindol-2-yl)phosphonothioic acid O,O-diethyl ester",CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,1.783
1733,"Phosphorothioic acid, O-(2-chloro-1-(2,5-dichlorophenyl)ethenyl) O,O-diethyl ester",CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,3.952
1734,"Phosphorothioic acid, O-(2-chloro-1-(2,4-dichlorophenyl)ethenyl) O,O-diethyl ester",CCOP(=S)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.575
1735,"O,O-Diethyl-O-(2,5-dichloro-4-(methylthio)phenyl)thionophosphate combined with O,O-diethyl-O-(4,5-dichloro-2- (methylthio)phenyl)thionophosphate and O,O-diethyl-O- (2,4-dichloro-5-(methylthio)phenyl)thionophosphate",CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,4.444
1736,"Phosphorothioic acid, O-(3,5-dimethyl-4-(methylthio)phenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,2.932
1737,"Phosphorothioic acid, O,O-diethyl O-(3-methyl-4-(methylthio)phenyl) ester",CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,4.34
1738,"Phosphorothioic acid, O,O-diethyl O-(2-methyl-4-quinolyl) ester",CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,3.794
1739,"Phosphorothioic acid, O-(4-bromo-2,5-dichlorophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.88
1740,"Phosphorothioic acid, O-(3-chloro-4-nitrophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.814
1741,"Phosphorothioic acid, O,O-diethyl O-(4-nitrophenyl) ester",CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.162999999999999
1742,"Phosphorothioic acid, O,O-diethyl O-(4-(methylsulfinyl)phenyl) ester",CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,5.188
1743,"Phosphorothioic acid, O-(2-chloro-4-nitrophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1Cl,4.513
1744,"Phosphorothioic acid, O-(2,4-dichlorophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.263
1745,"Phosphorothioic acid, O-(4-aminophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc(N)cc1,2.764
1746,"Phosphorothioic acid, O,O-diethyl O-(4-methyl-2-oxo-2H-1-benzopyran-7-yl) ester (9CI)",CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.349
1747,"Phosphorothioic acid, O-(3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.446000000000001
1748,"1-Cyclohexene-1-carboxylic acid, 2-(2,4-dihydroxyphenyl)-, delta-lactone, O-ester with O,O-diethyl phosphorothioate",CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.74
1749,"Phosphorothioic acid, O,O-diethyl ester, O-ester with 3-hydroxycumarin",CCOP(=S)(OCC)Oc1cc2ccccc2oc1=O,4.383
1750,"Phosphorothioic acid, O,O-diethyl O-(2-quinoxalinyl) ester",CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.06
1751,"Phosphorothioic acid, O,O-diethyl O-pyrazinyl ester",CCOP(=S)(OCC)Oc1cnccn1,4.851
1752,"Phosphorothioic acid, O,O-diethyl O-(6-methyl-2-(1-methylethyl)-4-pyrimidinyl) ester",CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.664
1753,"Phosphorothioic acid, O,O-diethyl O-(2-(diethylamino)-6-methyl-4-pyrimidinyl) ester",CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.377
1754,"Phosphorothioic acid, O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) ester",CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.631
1755,"Phosphorothioic acid, O,O-diethyl O-(6-fluoro-2-pyridyl) ester",CCOP(=S)(OCC)Oc1cccc(F)n1,4.343999999999999
1756,"Phosphorothioic acid, O,O-diethyl ester, O-ester with 6-hydroxy-2-phenyl-3(2H)pyridazinone",CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,2.6460000000000004
1757,"Phosphorothioic acid, O-(5-chloro-1-(1-methylethyl)-1H-1,2,4-triazol-3-yl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.895
1758,"Phosphorothioic acid, O,O-diethyl O-(1-phenyl-1H-1,2,4-triazol-3-yl) ester",CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,3.69
1759,"Phosphorothioic acid, O,O-diethyl-O-(5-methyl-3-pyrazolyl) ester",CCOP(=S)(OCC)Oc1cc(C)[nH]n1,4.319
1760,"Phosphorothioic acid, O,O-diethyl O-(5-phenyl-3-isoxazolyl) ester",CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,3.447
1761,"Phosphorothioic acid, O,O-diethyl O-(2-(ethylsulfonyl)ethyl) ester",CCOP(=S)(OCC)OCCS(=O)(=O)CC,3.509
1762,"Phosphorothioic acid, O,O-diethyl O-(2-(ethylsulfinyl)ethyl) ester",CCOP(=S)(OCC)OCCS(=O)CC,3.438
1763,"Phosphorothioic acid, O,O-diethyl ester O-(2-(ethylthio)ethyl) ester",CCOP(=S)(OCC)OCCSCC,4.537
1764,"3,5-Dioxa-6-aza-4-phosphaoct-6-ene-8-nitrile, 4-ethoxy-7-phenyl-, 4-sulfide",CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.998
1765,"1H-Benz(de)isoquinoline-1,3(2H)-dione, 2-((diethoxyphosphinothioyl)oxy)-",CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,2.864
1766,"Thiodiphosphoric acid (((HO)2P(S))2O), tetraethyl ester (9CI)",CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.809
1767,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with mercaptophenyl acetonitrile (8CI)",CCOP(=S)(OCC)SC(C#N)c1ccccc1,3.479
1768,"Maleic acid, mercapto-, dimethyl ester, S-ester with O,O-diethyl phosphorodithioate",CCOP(=S)(OCC)SC(=CC(=O)OC)C(=O)OC,3.613
1769,"Acetic acid, mercaptophenyl-, 2-fluoroethyl ester, S-ester with O,O-diethyl phosphorodithioate",CCOP(=S)(OCC)SC(C(=O)OCCF)c1ccccc1,4.865
1770,"Phosphorodithioic acid, S-((4-chlorophenyl)phenylmethyl) O,O-diethyl ester",CCOP(=S)(OCC)SC(c1ccccc1)c1ccc(Cl)cc1,1.588
1771,"Phosphorodithioic acid, S-(2-bromo-1-(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)ethyl) O,O-diethyl ester",CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O,4.386
1772,"Phosphorodithioic acid, S-(2-chloro-1-(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)ethyl) O,O-diethyl ester",CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,4.896
1773,"Phosphorodithioic acid, O,O-diethyl S-(p-tolyl) ester",CCOP(=S)(OCC)Sc1ccc(C)cc1,2.942
1774,"Phosphorodithioic acid, S-(4,6-dimethyl-2-pyrimidinyl) O,O-diethyl ester",CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,3.695
1775,"Phosphorodithioic acid, O,O-diethyl S-9-thiabicyclo(3.3.1)non-6-en-2-yl ester",CCOP(=S)(OCC)SC1CCC2C=CCC1S2,3.365
1776,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with dihydro-3-mercapto-2(3H)-furanone",CCOP(=S)(OCC)SC1CCOC1=O,2.432
1777,"Phosphorodithioic acid, O,O-diethyl S-(tetrahydro-3-thienyl) ester",CCOP(=S)(OCC)SC1CCSC1,4.134
1778,"Phosphorodithioic acid, O,O-diethyl S-1,4-oxathiolan-3-yl ester",CCOP(=S)(OCC)SC1COCCS1,4.9830000000000005
1779,"A mixture consisting essentially of cis- and trans-S,S'-5,5'-p-dioxane-2,3-diyl bis(O,O-diethyl phosphorodithioate)",CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,4.3580000000000005
1780,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 1-(mercaptoacetyl)-1-methylurea",CCOP(=S)(OCC)SCC(=O)N(C)C(N)=O,4.273
1781,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with N,N-diallyl-2-mercaptoacetamide",C=CCN(CC=C)C(=O)CSP(=S)(OCC)OCC,3.829
1782,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with N-(2-cyanoethyl)-2-mercaptoacetanilide",CCOP(=S)(OCC)SCC(=O)N(CCC#N)c1ccccc1,4.395
1783,"Phosphorodithioic acid, O,O-diethyl S-(2-((1-methylethyl)amino)-2-oxoethyl) ester (9CI)",CCOP(=S)(OCC)SCC(=O)NC(C)C,4.552
1784,"Acetic acid, mercapto-, methyl ester, S-ester with O,O-diethyl phosphorodithioate",CCOP(=S)(OCC)SCC(=O)OC,2.412
1785,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 2-mercaptoacetamide",CCOP(=S)(OCC)SCC(N)=O,4.386
1786,"Phosphorodithioic acid, O,O-diethyl S-m-nitrobenzyl ester",CCOP(=S)(OCC)SCc1cccc([N+](=O)[O-])c1,3.109
1787,"Phosphorodithioic acid, O,O-diethyl S-((4-nitrophenyl)methyl) ester",CCOP(=S)(OCC)SCc1ccc([N+](=O)[O-])cc1,3.507
1788,"Phosphorodithioic acid, O,O-diethyl S-(3,4,4-trifluoro-3-butenyl) ester",CCOP(=S)(OCC)SCCC(F)=C(F)F,2.636
1789,"Phosphorodithioic acid, S-(chloromethyl) O,O-diethyl ester",CCOP(=S)(OCC)SCCl,4.525
1790,"Phosphorodithioic acid, O,O-diethyl S-(2-(ethylsulfonyl)ethyl)ester",CCOP(=S)(OCC)SCCS(=O)(=O)CC,4.611000000000001
1791,"Phosphorodithioic acid, O,O-diethyl S-((ethylsulfinyl)ethyl) ester",CCOP(=S)(OCC)SCCS(=O)CC,4.919
1792,"Phosphorodithioic acid, O,O-diethyl S-(2-(ethylthio)ethyl) ester",CCOP(=S)(OCC)SCCSCC,5.1370000000000005
1793,"Phosphorodithioic acid, O,O-diethyl S-(2-((methylcarbamoyl)methylthio)ethyl) ester",CCOP(=S)(OCC)SCCSCC(=O)NC,4.246
1794,"Phosphorodithioic acid, S-((1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl) O,O-diethyl ester",CCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,3.905
1795,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 3-(mercaptomethyl)-2,4-thiazolidinedione",CCOP(=S)(OCC)SCN1C(=O)CSC1=O,4.137
1796,"Phosphorodithioic acid, S-((6-chloro-2-oxo-3(2H)-benzoxazolyl)methyl) O,O-diethyl ester",CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.636
1797,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 3-(mercaptomethyl)-2-benzoxazolinone",CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,3.614
1798,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 3-(mercaptomethyl)-2-benzothiazolinone",CCOP(=S)(OCC)SCn1c(=O)sc2ccccc21,3.543
1799,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 3-(mercaptomethyl)-1,2,3-benzotriazin-4(3H)-one",CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.6930000000000005
1800,"Phosphorodithioic acid, O,O-diethyl S-((ethylsulfonyl)methyl) ester",CCOP(=S)(OCC)SCS(=O)(=O)CC,5.235
1801,"Phosphorodithioic acid, O,O-diethyl S-((ethylsulfinyl)methyl) ester",CCOP(=S)(OCC)SCS(=O)CC,5.14
1802,"Phosphorodithioic acid, O,O-diethyl S-(((1,1-dimethylethyl)thio)methyl) ester",CCOP(=S)(OCC)SCSC(C)(C)C,5.256
1803,"Phosphorodithioic acid, O,O-diethyl S-((1-methylethyl)thio)methyl ester",CCOP(=S)(OCC)SCSC(C)C,5.397
1804,"Phosphorodithioic acid, S-(((2,5-dichlorophenyl)thio)methyl) O,O-diethyl ester",CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,3.933
1805,"Phosphorodithioic acid, (((3,4-dichlorophenyl)thio)methyl) O,O-diethyl ester",CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,3.627
1806,"Phosphorodithioic acid, S-(((4-chlorophenyl)thio)methyl) O,O-diethyl ester",CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.703
1807,"Phosphorodithioic acid, O,O-diethyl S-(ethylthio)methyl ester",CCOP(=S)(OCC)SCSCC,5.416
1808,"Phosphorodithioic acid, S-((benzylthio)methyl) O,O-diethyl ester",CCOP(=S)(OCC)SCSCc1ccccc1,4.73
1809,"Phosphorodithioic acid, S,S'-(thiobis(methylene)) O,O,O',O'-tetraethyl ester (9CI)",CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,4.705
1810,"Phosphorodithioic acid, S,S'-methylene O,O,O',O'-tetraethyl ester",CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,4.471
1811,"Phosphorotrithioic acid, O,S,S-triethyl ester",CCOP(=S)(SCC)SCC,1.818
1812,"Phosphonothioic acid, methyl-, S-(2-(dimethylamino)ethyl) O-ethyl ester",CCOP(C)(=O)SCCN(C)C,6.238
1813,"Phosphonothioic acid, methyl-, O-ethyl O-6-quinolinyl ester",CCOP(C)(=S)Oc1ccc2ncccc2c1,4.728
1814,"Phosphorochloridic acid, diethyl ester",CCOP(=O)(Cl)OCC,4.196000000000001
1815,"Phosphorochloridothioic acid, O,O-diethyl ester",CCOP(=S)(Cl)OCC,2.148
1816,"Phosphorodichloridothioic acid, O-ethyl ester",CCOP(=S)(Cl)Cl,2.299
1817,"Phosphoramidothioic acid, O-ethyl S-methyl ester",CCOP(N)(=O)SC,4.492
1818,"Phosphorothioic acid, O-ethyl S-(4-methylphenyl) ester (9CI)",CCOP(=O)(O)Sc1ccc(C)cc1,3.667
1819,"Butanoic acid, 2-((diethoxyphosphinyl)oxy)-3-oxo-, ethyl ester",CCOC(=O)C(OP(OCC)OCC)C(C)=O,3.18
1820,"Phosphorous acid, triethyl ester",CCOP(OCC)OCC,1.715
1821,"Phosphorodithioic acid, O,O-diethyl ester",CCOP(=S)(S)OCC,1.616
1822,"Sulfuric acid, diethyl ester",CCOS(=O)(=O)OCC,2.244
1823,"Phosphonic acid, ethyl-, methyl p-tolyl ester",CCP(=O)(OC)Oc1ccc(C)cc1,2.654
1824,"Phosphonic acid, ethyl-, methyl (p-cyanophenyl) ester",CCP(=O)(OC)Oc1ccc(C#N)cc1,5.46
1825,"Phosphonic acid, ethyl-, methyl p-nitrophenyl ester",CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.212999999999999
1826,"Phosphonic acid, ethyl-, methyl p-(methylsulfonyl)phenyl ester",CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,5.541
1827,"Phosphonic acid, ethyl-, p-chlorophenyl methyl ester",CCP(=O)(OC)Oc1ccc(Cl)cc1,3.379
1828,"Phosphonothioic acid, ethyl-, O-(2-chloro-4-nitrophenyl) O-(1-methylethyl) ester",CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,4.005
1829,"Phosphonodithioic acid, ethyl-, S-((1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl) O-(1-methylethyl) ester",CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,4.5360000000000005
1830,"Phosphonothioic acid, ethyl-, O-(4-bromo-2,5-dichlorophenyl) O-methyl ester",CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,3.658
1831,"Phosphonothioic acid, ethyl-, O-(2-chloro-4-nitrophenyl) O-methyl ester",CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,4.109
1832,"Phosphonodithioic acid, ethyl-, O-methyl S-(4-methylphenyl) ester",CCP(=S)(OC)Sc1ccc(C)cc1,3.423
1833,"Phosphonodithioic acid, ethyl-, S-(p-tert-butylphenyl) O-methyl ester",CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,3.205
1834,"Phosphonodithioic acid, ethyl-, S-4-chloro-m-tolyl O-methyl ester",CCP(=S)(OC)Sc1ccc(Cl)c(C)c1,3.499
1835,"Phosphonodithioic acid, ethyl-, O-methyl S-phenyl ester",CCP(=S)(OC)Sc1ccccc1,3.412
1836,"Phosphonodithioic acid, ethyl-, O-methyl ester, S-ester with N-(mercaptomethyl)phthalimide",CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.648
1837,"Phosphonodithioic acid, ethyl-, O-methyl ester, S,S-diester with thiodimethanethiol (7CI)",CCP(=S)(OC)SCSCSP(=S)(CC)OC,4.978
1838,"Phosphonodithioic acid, ethyl-, S-(4-chlorophenyl) O-(2-methylpropyl) ester (9CI)",CCP(=S)(OCC(C)C)Sc1ccc(Cl)cc1,3.726
1839,"Phosphonodithioic acid, ethyl-, S-((1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl) O-(2-methylpropyl) ester",CCP(=S)(OCC(C)C)SCN1C(=O)c2ccccc2C1=O,3.678
1840,"Phosphonothioic acid, ethyl-, O-(2-chloroethyl) ester, O-ester with p-hydroxybenzonitrile",CCP(=S)(OCCCl)Oc1ccc(C#N)cc1,5.1610000000000005
1841,Ethanethiol,CCS,1.96
1842,"1H-Imidazole, 1-(2-(ethylsulfonyl)ethyl)-2-methyl-5-nitro-",CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.96
1843,"Phosphorothioic acid, O-(2-(ethylsulfonyl)ethyl) O,O-dimethyl ester (8CI,9CI)",CCS(=O)(=O)CCOP(=S)(OC)OC,2.72
1844,"Phosphorothioic acid, O,O-dimethyl S-(2-(ethylsulfonyl)ethyl) ester",CCS(=O)(=O)CCSP(=O)(OC)OC,3.908
1845,"Phosphorothioic acid, S-(2-(ethylsulfinyl)-1-methylethyl) O,O-dimethyl ester",CCS(=O)CC(C)SP(=O)(OC)OC,3.403
1846,"Phosphoric acid, 2,2-dichlorovinyl 2-(ethylsulfinyl)ethyl methyl ester",CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,3.452
1847,"Phosphorothioic acid, O-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",CCS(=O)CCOP(=S)(OC)OC,2.613
1848,"Phosphorothioic acid, S-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",CCS(=O)CCSP(=O)(OC)OC,3.914
1849,"Phosphorodithioic acid, S-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",CCS(=O)CCSP(=S)(OC)OC,3.419
1850,"Phosphorodithioic acid, S-((ethylsulfinyl)methyl) O,O-bis(1-methyl) ester",CCS(=O)CSP(=S)(OC(C)C)OC(C)C,4.086
1851,"Carbamothioic acid, bis(2-methylpropyl)-, S-ethyl ester",CCSC(=O)N(CC(C)C)CC(C)C,1.735
1852,"Cyclohexanecarbamic acid, N-ethylthio-, S-ethyl ester",CCSC(=O)N(CC)C1CCCCC1,2.108
1853,"Carbamothioic acid, diethyl-, S-ethyl ester (9CI)",CCSC(=O)N(CC)CC,2.605
1854,"1H-Azepine-1-carbothioic acid, hexahydro-, S-ethyl ester",CCSC(=O)N1CCCCCC1,2.7060000000000004
1855,"Cyclohexanecarbamic acid, thio-, S-ethyl ester",CCSC(=O)NC1CCCCC1,1.825
1856,"Carbonic acid, thio-, O-(2-sec-butyl-4,6-dinitrophenyl) S-ethyl ester",CCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.349
1857,"Carbamodithioic acid, dimethyl-, ethyl ester (9CI)",CCSC(=S)N(C)C,2.434
1858,"Carbamic acid, methyl-, ester with salicylaldehyde, diethyl mercaptal",CCSC(SCC)c1ccccc1OC(=O)NC,2.757
1859,"1,3,5-Triazine-2,4-diamine, N,N'-bis(1-methylethyl)-6-(ethylthio)- (9CI)",CCSc1nc(NC(C)C)nc(NC(C)C)n1,1.816
1860,"Carbamic acid, methyl-, alpha-(ethylthio)-o-tolyl ester (8CI)",CCSCc1ccccc1OC(=O)NC,3.052
1861,"Sulfide, 2-chloroethyl ethyl (8CI)",CCSCCCl,2.694
1862,"Ether, 2-(ethylthio)ethyl vinyl",C=COCCSCC,1.429
1863,"Phosphorothioic acid, O-(2-(ethylthio)ethyl) O,O-dimethyl ester",CCSCCOP(=S)(OC)OC,3.487
1864,"Phosphorothioic acid, S-(2-(ethylthio)ethyl) O,O-dimethyl ester",CCSCCSP(=O)(OC)OC,3.76
1865,"Phosphorodithioic acid, S-(2-(ethylthio)ethyl) O,O-dimethyl ester",CCSCCSP(=S)(OC)OC,3.789
1866,"Phosphonodithioic acid, ethyl-, S,S-diethyl ester",CCSP(=O)(CC)SCC,3.82
1867,"Phosphonodithioic acid, chloromethyl-, S,S-diethyl ester",CCSP(=O)(CCl)SCC,3.796
1868,"Phosphorotrithious acid, triethyl ester",CCSP(SCC)SCC,2.781
1869,"Silane, trichlorovinyl- (8CI)",C=C[Si](Cl)(Cl)Cl,2.101
1870,"Silane, trichlorophenyl-",Cl[Si](Cl)(Cl)c1ccccc1,1.947
1871,"Butanenitrile, 4-(trichlorosilyl)-",N#CCCC[Si](Cl)(Cl)Cl,1.855
1872,"1,3-Butadiene, 1,1,2,3-tetrachloro-",C=C(Cl)C(Cl)=C(Cl)Cl,2.659
1873,"1,3-Butadiene, 2-chloro-",C=CC(=C)Cl,2.294
1874,"Styrene, alpha-chloro-p-nitro-",C=C(Cl)c1ccc([N+](=O)[O-])cc1,2.4130000000000003
1875,"Propanoyl chloride, 2,3-dibromo- (9CI)",O=C(Cl)C(Br)CBr,2.319
1876,"Acetyl chloride, trichloro-",O=C(Cl)C(Cl)(Cl)Cl,2.482
1877,"2-Butenedioyl dichloride, (2E)-",O=C(Cl)C=CC(=O)Cl,2.276
1878,"1,3-Benzenedicarbonyl dichloride",O=C(Cl)c1cccc(C(=O)Cl)c1,1.965
1879,"Benzoyl chloride, 3-nitro-",O=C(Cl)c1cccc([N+](=O)[O-])c1,1.878
1880,"Carbonochloridic acid, 1-naphthalenyl ester",O=C(Cl)Oc1cccc2ccccc12,1.909
1881,"Carbonochloridic acid, 2-propenyl ester",C=CCOC(=O)Cl,2.694
1882,"Methane, chlorodibromo-",ClC(Br)Br,2.39
1883,"Acetonitrile, trichloro-",N#CC(Cl)(Cl)Cl,2.762
1884,"2-Propanone, 1,1,1,3,3,3-hexachloro-",O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.043
1885,"Ethane, hexachloro-",ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.725
1886,"Formamide, N,N'-(1,4-piperazinediylbis(2,2,2-trichloroethylidene))bis-",O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.86
1887,"p-Xylene, alpha,alpha,alpha,alpha',alpha',alpha'-hexachloro-",ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,1.99
1888,"Toluene, alpha,alpha,alpha-trichloro-",ClC(Cl)(Cl)c1ccccc1,1.513
1889,"Methane, tetrachloro-",ClC(Cl)(Cl)Cl,1.816
1890,"2-Furoic acid, 2,2,2-trichloroethyl ester",O=C(OCC(Cl)(Cl)Cl)c1ccco1,2.608
1891,"Methane, trichloronitro-",O=[N+]([O-])C(Cl)(Cl)Cl,2.818
