,Drug_ID,SMILES,CYP2C19_Veith
2131,3234747.0,COc1cccc(-c2cncnc2Nc2ccc(F)cc2)c1,1
2132,3234748.0,CN(C)C(=O)c1ccc(-c2nc(Nc3ccccc3)c3ccccc3n2)cc1,1
2133,3234749.0,CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(-c4ccccc4)c3n2)CC1,0
2134,3234750.0,CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C)c2n1,0
2135,3234751.0,Cc1cnc(CNc2ncncc2-c2ccccc2C#N)cn1,0
2136,3234752.0,COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccc(C#N)cc4)C3)C2)cc1,0
2137,3234753.0,COc1cccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)c1,1
2138,3234754.0,CN(C)C(=O)c1ccc(-c2cncnc2N2CCNCC2)cc1,0
2139,3234756.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,0
2140,3234757.0,COC(=O)N1CCC2(CCCN(c3ccccn3)C2)CC1,1
2141,3234760.0,c1csc(CN2CCC3(CCNCC3)CC2)n1,0
2142,3234762.0,COc1ccccc1-c1nccc(NCc2cccnc2)n1,1
2143,3234763.0,O=c1c(-c2ccc(Cl)cc2)nc2cnc(Nc3ccccc3)nc2n1C1CC1,0
2144,3234764.0,COCCNc1ccnc(-c2ccccc2C(F)(F)F)n1,1
2145,3234765.0,CC(C)NC(=O)N1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1,0
2146,3234766.0,COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(Nc3ccccc3)nc21,0
2147,3234767.0,c1ccc(C(c2ccccc2)N2CC[C@@]3(CCCNC3)C2)cc1,0
2148,3234768.0,CS(=O)(=O)N1CCC[C@@]2(CCN(C(=O)Nc3cccc(C#N)c3)C2)C1,0
2149,3234769.0,CS(=O)(=O)Nc1cccc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,0
2150,3234770.0,COc1ccc(Oc2ncc3nc(-c4cccs4)c(=O)n(-c4ccccc4)c3n2)cc1,0
2151,3234771.0,O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0
2152,3234774.0,COc1cccc(-c2nccc(NCc3cccc(C)c3)n2)c1,1
2153,3234775.0,Cc1nc2cnc(N3CCN(C)CC3)nc2n(-c2ccccc2)c1=O,0
2154,3234776.0,COc1ccc(Oc2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(C4CC4)c3n2)cc1,0
2155,3234777.0,COCC(=O)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,0
2156,3234778.0,Cc1noc(C)c1-c1cncnc1NC1CC1,0
2157,3234779.0,c1ccc(-c2ccc(N3CCCC4(CCNCC4)C3)cc2)cc1,1
2158,3234780.0,Fc1ccc(Nc2ccnc(-c3ccccc3C(F)(F)F)n2)cc1,1
2159,3234781.0,COCCNc1cc(-c2ccccc2C)ncn1,1
2160,3234782.0,O=C(Oc1ccccc1)N1CCC2(CCCN(Cc3nccs3)C2)CC1,0
2161,3234783.0,O=c1cnc2cnc(N3CCOCC3)nc2n1C1CC1,0
2162,3234784.0,Cc1cccc(CNc2ncncc2-c2ccccc2Cl)c1,1
2163,3234785.0,COc1ccc(C(=O)N2CCC3(CCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)CC2)cc1,0
2164,3234786.0,O=C(Oc1ccccc1)N1CCC[C@@]2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,0
2165,3234787.0,COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3CN(C)C)c2c1,1
2166,3234788.0,COc1cccc(Cn2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,1
2167,3234789.0,CC(=O)N1CCC[C@@]2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,0
2168,3234790.0,COc1ccccc1CCn1c(=O)c(-c2ccc(F)c(F)c2)nc2cncnc21,1
2169,3234792.0,COc1ccccc1CNc1ccnc(-c2ccoc2)n1,1
2170,3234796.0,COc1ccccc1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1,1
2171,3234797.0,O=C(c1cccc(F)c1)N1CCC2(CC1)CN(c1ccccc1)C2,0
2172,3234798.0,CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(CCc4ccccc4)c3n2)CC1,1
2173,3234800.0,CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccs3)c2n1,0
2174,3234801.0,CS(=O)(=O)Nc1cccc(-c2cncnc2NCc2cccnc2)c1,1
2175,3234802.0,CC(C)NC(=O)N1CC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,0
2176,3234803.0,CN(Cc1ccco1)c1ncncc1-c1ccccc1C(F)(F)F,1
2177,3234804.0,CN(C)c1ncc2nc(-c3cccs3)c(=O)n(-c3ccccc3)c2n1,0
2178,3234805.0,COc1ccc(CNc2ccnc(-c3ccccc3C(F)(F)F)n2)c(OC)c1,1
2179,3234806.0,O=c1cnc2cnc(Oc3cccc(Cl)c3)nc2n1Cc1ccc(F)cc1,1
2180,3234807.0,COc1ccccc1CN1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,0
2181,3234808.0,COCCNc1ncnc2ccc(-c3ccccc3C)cc12,1
2182,3234809.0,COc1ccc(Oc2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(C4CC4)c3n2)cc1,0
2183,3234810.0,COCC(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,0
2184,3234811.0,COc1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccs3)c2n1,1
2185,3234812.0,N#Cc1cccc(-c2cncnc2NCc2ccccc2)c1,1
2186,3234813.0,Cc1cccc(CNc2ncncc2-c2cccc(C#N)c2)c1,1
2187,3234814.0,O=C(c1cnccn1)N1CCC2(CC1)CN(c1ccccn1)C2,0
2188,3234815.0,CS(=O)(=O)N1CCC2(CCN(C(=O)Nc3cccc(F)c3)CC2)CC1,0
2189,3234816.0,COc1ccc(CNc2ccnc(-c3cccc(NS(C)(=O)=O)c3)n2)c(OC)c1,1
2190,3234817.0,c1nc(NC2CCNCC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,0
2191,3234818.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
2192,3234819.0,O=c1c(-c2ccccc2)nc2cnc(Nc3ccccc3)nc2n1Cc1cccs1,0
2193,3234820.0,COCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(Oc3ccc(OC)cc3)nc21,0
2194,3234821.0,Cc1ccccc1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1,1
2195,3234822.0,COc1cccc(-c2ccc3ncnc(N(C)C)c3c2)c1,1
2196,3234823.0,CN(C)Cc1ccccc1-c1cc(N(C)Cc2ccco2)ncn1,0
2197,3234824.0,CN(Cc1ccco1)c1ncnc2ccc(-c3cccc(C#N)c3)cc12,1
2198,3234825.0,COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3)C2)cc1,0
2199,3234826.0,CC(C)CN1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2,0
2200,3234827.0,COCCNc1ncnc2ccc(-c3cccc(NS(C)(=O)=O)c3)cc12,0
2201,3234828.0,Cn1cccc1C(=O)N1CCC2(CC1)CN(C(=O)Nc1ccccc1)C2,0
2202,3234829.0,Cc1cccc(CNc2ncncc2-c2cccc(NS(C)(=O)=O)c2)c1,1
2203,3234830.0,c1cnc(N2CCCC3(CCNCC3)C2)nc1,0
2204,3234832.0,COc1ccccc1CCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cncnc21,1
2205,3234833.0,COCC(=O)N1CCC2(CCCN(C(=O)Nc3ccccc3)C2)CC1,0
2206,3234834.0,N#CCCn1c(=O)c(CCc2ccccc2)nc2cnc(Oc3cccc(Cl)c3)nc21,1
2207,3234835.0,N#Cc1cccc(-c2nc(NCc3ccccc3)c3ccccc3n2)c1,1
2208,3234836.0,O=C(c1cnccn1)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0
2209,3234837.0,O=c1c(CCc2ccccc2)nc2cnc(Oc3ccccc3)nc2n1C1CC1,1
2210,3234838.0,CN(C)Cc1ccccc1-c1ccc2ncnc(N(C)C)c2c1,0
2211,3234839.0,COc1cccc(Cn2c(=O)c(-c3cccc(F)c3)nc3cncnc32)c1,1
2212,3234840.0,N#Cc1cccc(-c2cc(NCc3cccs3)ncn2)c1,1
2213,3234841.0,Cc1ccccc1-c1ccc2ncnc(N(C)C)c2c1,1
2214,3234842.0,COCCNc1nc(-c2ccoc2)nc2ccccc12,0
2215,3234843.0,CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(-c4ccccc4)c3n2)CC1,0
2216,3234844.0,CNc1nc(-c2ccoc2)nc2ccccc12,0
2217,3234845.0,COc1ccccc1CNc1cc(-c2ccc(C(=O)N(C)C)cc2)ncn1,0
2218,3234846.0,CS(=O)(=O)N1CCC2(CC1)CN(c1ccccn1)C2,0
2219,3234847.0,O=C(c1csnn1)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,0
2220,3234848.0,O=C(c1ccncc1)N1CCC2(CC1)CN(c1ncccn1)C2,0
2221,3234850.0,c1csc(CNc2ncnc3ccc(-c4ccoc4)cc23)c1,1
2222,3234851.0,CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(C)c3n2)CC1,0
2223,3234853.0,COc1ccc(-c2nc3cnc(N4CCN(C)CC4)nc3n(CCc3ccccc3)c2=O)cc1,0
2224,3234854.0,Cc1noc(C)c1-c1nccc(NCCN2CCOCC2)n1,0
2225,3234856.0,COCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(OC)nc21,0
2226,3234857.0,COc1ccc(CNc2ncncc2-c2c(C)noc2C)c(OC)c1,1
2227,3234859.0,O=C(c1cnccn1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0
2228,3234860.0,COc1ccc(-n2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(N4CCOCC4)nc32)cc1,0
2229,3234861.0,COCC(=O)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,0
2230,3234862.0,CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(-c3ccc(OC)cc3)c2n1,0
2231,3234863.0,COC(=O)N1CCC[C@@]2(CCN(C(=O)NC(C)C)C2)C1,0
2232,3234865.0,COc1ccc(NC(=O)N2CCC3(CC2)CCN(C(=O)c2ccncc2)CC3)cc1,0
2233,3234866.0,O=c1c(-c2cccs2)nc2cncnc2n1Cc1ccccc1,1
2234,3234868.0,CN(C)c1ccc(-c2cc(Nc3ccc(F)cc3)ncn2)cc1,1
2235,3234869.0,COCC(=O)N1CCC2(CC1)CCN(C(=O)Nc1cccc(C#N)c1)CC2,0
2236,3234871.0,CN1CCN(c2ncc3ncc(=O)n(Cc4cccs4)c3n2)CC1,0
2237,3234872.0,CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(C4CC4)c3n2)CC1,0
2238,3234873.0,CN(C)C(=O)c1ccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,0
2239,3234874.0,CN(C)C(=O)c1ccc(-c2cc(NCc3ccccc3)ncn2)cc1,0
2240,3234875.0,COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(OC)nc21,0
2241,3234876.0,N#CCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Nc3ccccc3)nc21,0
2242,3234878.0,COc1cccc(Nc2ncc3ncc(=O)n(C[C@H]4CCCO4)c3n2)c1,0
2243,3234879.0,Cc1ccccc1-c1nc(NC2CCNCC2)c2ccccc2n1,0
2244,3234880.0,CN(C)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,1
2245,3234881.0,COCCn1c(=O)c(-c2ccc(Cl)cc2)nc2cnc(OCc3ccccc3)nc21,0
2246,3234883.0,COc1ccc2[nH]cc(CCNc3cc(-c4c(C)noc4C)ncn3)c2c1,1
2247,3234884.0,N#Cc1cccc(-c2nccc(NCc3cccs3)n2)c1,1
2248,3234886.0,CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(C)c2n1,0
2249,3234887.0,Cc1nc2cnc(Oc3ccccc3)nc2n(-c2ccccc2)c1=O,0
2250,3234888.0,c1csc(CN2CC[C@@]3(CCCNC3)C2)n1,0
2251,3234890.0,COCC(=O)N1CCC[C@@]2(CCN(Cc3ccc(C#N)cc3)C2)C1,0
2252,3234891.0,O=C(c1cnccn1)N1CCC2(CC1)CN(c1ncccn1)C2,0
2253,3234892.0,O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,1
2254,3234894.0,COC(=O)N1CCC2(CCCN(c3ncccn3)C2)CC1,0
2255,3234895.0,COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(Oc3cccc(Cl)c3)nc21,0
2256,3234896.0,CN(C)c1cc(-c2cccc(NS(C)(=O)=O)c2)ncn1,0
2257,3234897.0,Cc1noc(C)c1-c1nccc(NCc2cccs2)n1,1
2258,3234901.0,COc1ccccc1CNc1nc(-c2ccc3c(c2)OCO3)nc2ccccc12,1
2259,3234902.0,O=c1c(-c2cccc(F)c2)nc2cncnc2n1C1CC1,0
2260,3234903.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0
2261,3234904.0,FC(F)(F)c1ccccc1-c1ccc2ncnc(N3CCOCC3)c2c1,1
2262,3234905.0,CC(C)CN1CCCC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,0
2263,3234906.0,CCNc1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1,0
2264,3234907.0,CN(Cc1ccco1)c1nc(-c2cccc(C#N)c2)nc2ccccc12,1
2265,3234908.0,COc1cccc(-c2ccc3ncnc(NCCc4c[nH]c5ccc(OC)cc45)c3c2)c1,1
2266,3234909.0,c1nc(NC2CCNCC2)c2cc(-c3ccoc3)ccc2n1,0
2267,3234910.0,O=c1c(CCc2ccccc2)nc2cnc(N3CCNCC3)nc2n1CCc1ccccc1,1
2268,3234912.0,CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(C[C@H]4CCCO4)c3n2)CC1,0
2269,3234913.0,CN(C)C(=O)c1ccc(-c2cncnc2NCCN2CCOCC2)cc1,0
2270,3234916.0,CC(=O)NCCNc1cc(-c2ccccc2C)ncn1,0
2271,3234917.0,CC(=O)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1,0
2272,3234920.0,COCCn1c(=O)c(-c2ccc(F)cc2)nc2cncnc21,0
2273,3234921.0,O=c1cnc2cnc(Nc3ccccc3)nc2n1C[C@H]1CCCO1,0
2274,3234923.0,COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4c(C)noc4C)CC3)C2)cc1,0
2275,3234925.0,N#Cc1cccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)c1,0
2276,3234926.0,CS(=O)(=O)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,0
2277,3234928.0,COc1ccc(-c2nc3cnc(N4CCOCC4)nc3n(Cc3cccs3)c2=O)cc1,0
2278,3234930.0,COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(N3CCOCC3)nc21,0
2279,3234931.0,O=c1c(CCc2ccccc2)nc2cncnc2n1Cc1ccccc1,1
2280,3234932.0,COc1ccc(C(=O)N2CCC3(CCN(Cc4ccccc4)CC3)CC2)cc1,0
2281,3234933.0,COc1cccc(Nc2ncc3nc(C)c(=O)n(CCc4ccccc4)c3n2)c1,0
2282,3234934.0,CC(C)NC(=O)N1CCC2(CC1)CCN(C(=O)c1ccco1)CC2,0
2283,3234937.0,CN1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2,0
2284,3234938.0,COC(=O)N1CCC2(CCCN(C(=O)Nc3ccc(OC)cc3)C2)CC1,0
2285,3234940.0,Cc1cnc(CNc2ccnc(-c3cccnc3)n2)cn1,0
2286,3234941.0,COc1ncc2ncc(=O)n(CCc3ccccc3)c2n1,1
2287,3234942.0,COc1ccc(-c2nc3cnc(OC)nc3n(Cc3ccc(F)cc3)c2=O)cc1,0
2288,3234943.0,Cn1c(=O)cnc2cnc(OCc3ccccc3)nc21,0
2289,3234945.0,COC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccccc1)C2,0
2290,3234946.0,COc1ccc2[nH]cc(CCNc3cc(-c4ccoc4)ncn3)c2c1,1
2291,3234947.0,CN(C)c1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1,0
2292,3234948.0,COc1ccccc1CN1CCCC2(CCN(C(C)=O)CC2)C1,0
2293,3234949.0,O=C(c1ccco1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,0
2294,3234950.0,CS(=O)(=O)N1CCC2(CC1)CN(Cc1ccccc1)C2,0
2295,3234951.0,CN1CC[C@@]2(CCCN(C(=O)c3ccco3)C2)C1,0
2296,3234952.0,COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cnc(Nc4cccc(OC)c4)nc32)c1,0
2297,3234955.0,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(N4CCNCC4)c3c2)c1,0
2298,3234957.0,Cc1cccc(CNc2cc(-c3ccc(N(C)C)cc3)ncn2)c1,1
2299,3234958.0,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4cnccn4)CC3)C2)cc1,0
2300,3234960.0,COC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(OC)cc1)C2,0
2301,3234962.0,COc1ccc(Oc2ncc3ncc(=O)n(Cc4ccc(F)cc4)c3n2)cc1,0
2302,3234964.0,O=c1c(-c2ccc(F)cc2)nc2cnc(Oc3ccccc3)nc2n1Cc1cccs1,0
2303,3234967.0,Cc1nc2cncnc2n(C2CC2)c1=O,1
2304,3234968.0,COc1ccccc1-c1cc(Nc2ccc(F)cc2)ncn1,1
2305,3234969.0,COc1cccc(Cn2c(=O)cnc3cnc(N4CCN(C)CC4)nc32)c1,0
2306,3234970.0,Cn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(N3CCOCC3)nc21,0
2307,3234971.0,O=C(c1ccco1)N1CCC2(CC1)CN(C(c1ccccc1)c1ccccc1)C2,0
2308,3234972.0,COCC(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(F)c1)C2,0
2309,3234973.0,CN1CCC2(CC1)CCN(C(=O)c1ccco1)CC2,0
2310,3234974.0,O=c1c(-c2ccc(F)cc2)nc2cncnc2n1Cc1ccc(F)cc1,0
2311,3234975.0,CN(C)Cc1ccccc1-c1cncnc1NCc1cccs1,0
2312,3234976.0,N#Cc1ccc(CN2CCCC3(CCN(C(=O)c4csnn4)CC3)C2)cc1,0
2313,3234978.0,Cn1cccc1C(=O)N1CCC2(CC1)CN(c1ccncc1)C2,1
2314,3234980.0,CC(=O)NCCNc1ncnc2ccc(-c3ccoc3)cc12,0
2315,3234981.0,CC(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,0
2316,3234982.0,O=C(c1ccco1)N1CCC2(CC1)CN(Cc1ccncc1)C2,0
2317,3234983.0,c1cncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)c1,0
2318,3234984.0,COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(Nc4cccc(OC)c4)nc32)cc1,0
2319,3234985.0,O=c1c(-c2cccs2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C[C@H]1CCCO1,1
2320,3234987.0,N#Cc1ccc(CN2CCC3(CC2)CCN(S(=O)(=O)c2ccccc2)CC3)cc1,0
2321,3234988.0,Cc1ccccc1-c1nccc(-n2ccnc2)n1,1
2322,3234990.0,CN1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1,0
2323,3234991.0,O=C(Oc1ccccc1)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,0
2324,3234992.0,COC(=O)N1CCC2(CCN(C(=O)Nc3ccc(OC)cc3)CC2)CC1,0
2325,3234993.0,COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N4CCOCC4)nc32)cc1,0
2326,3234994.0,Cc1cccc(CNc2ncnc3ccc(-c4ccccc4C#N)cc23)c1,0
2327,3234995.0,COc1ccccc1-c1cncnc1NCc1cccc(C)c1,1
2328,3234996.0,CC(C)NC(=O)N1CC[C@@]2(CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,0
2329,3234997.0,COc1ccccc1CNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,1
2330,3234998.0,c1cncc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c1,1
2331,3234999.0,COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4ccccc4)C3)C2)cc1,1
2332,3235000.0,O=C(c1csnn1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0
2333,3235001.0,c1ccc(N2CC3(CCNCC3)C2)cc1,0
2334,3235002.0,O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,0
2335,3235003.0,COc1ccccc1-c1cc(Nc2ccn[nH]2)ncn1,1
2336,3235004.0,CN(C)c1ccc(-c2cncnc2NCCN2CCOCC2)cc1,1
2337,3235005.0,COCCn1c(=O)c(-c2ccccc2)nc2cnc(Nc3ccccc3)nc21,0
2338,3235006.0,CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCc3ccccc3)c2n1,0
2339,3235007.0,COc1ccccc1CNc1ccnc(-c2ccccc2C(F)(F)F)n1,1
2340,3235008.0,COc1cccc(-c2nccc(NCc3cccs3)n2)c1,1
2341,3235009.0,COc1ccccc1CNc1ccnc(-c2ccccc2CN(C)C)n1,0
2342,3235010.0,Cn1cccc1C(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(C#N)c1)C2,0
2343,3235011.0,COc1ccc(CNc2nc(-c3cccnc3)nc3ccccc23)c(OC)c1,1
2344,3235012.0,O=c1c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc2n1-c1ccccc1,0
2345,3235014.0,CS(=O)(=O)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0
2346,3235015.0,FC(F)(F)c1cc(CN2CCCC3(CCNCC3)C2)cc(C(F)(F)F)c1,0
2347,3235017.0,N#CCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(OCc3ccccc3)nc21,0
2348,3235018.0,Cc1cnc(CNc2cc(-c3ccc(C(=O)N(C)C)cc3)ncn2)cn1,0
2349,3235019.0,Cc1ccccc1-c1cncnc1Nc1ccc(F)cc1,1
2350,3235021.0,COc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(CCC#N)c2n1,0
2351,3235022.0,CN(C)c1ccc(-c2cncnc2Nc2ccccc2)cc1,1
2352,3235027.0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CCOCC3)nc2n1-c1ccccc1,0
2353,3235028.0,COc1ncc2nc(-c3ccccc3)c(=O)n(-c3ccccc3)c2n1,0
2354,3235029.0,O=C(c1csnn1)N1CCC2(CC1)CN(c1ncccn1)C2,0
2355,3235030.0,Cc1cnc(CNc2ccnc(-c3cccc(C#N)c3)n2)cn1,0
2356,3235031.0,N#Cc1ccc(CN2CC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1,0
2357,3235032.0,COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2)cc1,0
2358,3235033.0,O=C(c1cnccn1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,0
2359,3235034.0,COc1ccccc1CNc1ccnc(-c2ccc(N(C)C)cc2)n1,1
2360,3235035.0,c1cncc(CNc2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)c1,1
2361,3235037.0,COCCNc1nc(-c2c(C)noc2C)nc2ccccc12,0
2362,3235038.0,O=C(c1cccc(F)c1)N1CCC2(CCCN(Cc3nccs3)C2)CC1,0
2363,3235039.0,COc1ccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)cc1,0
2364,3235042.0,FC(F)(F)c1ccccc1-c1nccc(-n2ccnc2)n1,1
2365,3235043.0,COc1ccccc1CN1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,0
2366,3235044.0,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(CCC#N)c2n1,1
2367,3235045.0,CN1CCN(c2ncc3ncc(=O)n(Cc4ccc(F)cc4)c3n2)CC1,0
2368,3235046.0,COCCn1c(=O)c(-c2cccs2)nc2cnc(N3CCOCC3)nc21,0
2369,3235047.0,COc1ccc2[nH]cc(CCNc3nc(-c4ccoc4)nc4ccccc34)c2c1,1
2370,3235048.0,c1cncc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,1
2371,3235049.0,CN1CCN(c2ncnc3ccc(-c4ccccc4C#N)cc23)CC1,0
2372,3235050.0,COCC(=O)N1CCC2(CCCN(Cc3ccccc3OC)C2)CC1,0
2373,3235051.0,Cc1noc(C)c1-c1nccc(NCc2ccccc2)n1,1
2374,3235052.0,COC(=O)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,0
2375,3235053.0,Cc1cnc(CNc2cc(-c3ccccc3C)ncn2)cn1,0
2376,3235054.0,c1ccc2c(NCCN3CCOCC3)nc(-c3ccoc3)nc2c1,0
2377,3235055.0,COc1ccccc1CN1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1,0
2378,3235058.0,COc1cccc(-c2ccc3ncnc(N4CCOCC4)c3c2)c1,1
2379,3235059.0,CC(=O)NCCNc1ccnc(-c2ccccc2C(F)(F)F)n1,0
2380,3235060.0,O=C(Oc1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
2381,3235061.0,CS(=O)(=O)N1CCC2(CC1)CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2,0
2382,3235062.0,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cnc(N3CCNCC3)nc21,0
2383,3235063.0,COc1ccc(-c2nc3cnc(N4CCOCC4)nc3n(-c3ccccc3)c2=O)cc1,0
2384,3235064.0,O=C(c1csnn1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,1
2385,3235066.0,CN(C)c1ccnc(-c2ccccc2C(F)(F)F)n1,0
2386,3235067.0,COc1ccccc1CN1CCCC2(CCN(C(=O)c3cnccn3)CC2)C1,0
2387,3235068.0,O=c1cnc2cnc(Nc3ccccc3)nc2n1Cc1cccs1,0
2388,3235069.0,Cc1cnc(CNc2ccnc(-c3cccc(NS(C)(=O)=O)c3)n2)cn1,0
2389,3235071.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCCN(c3ccncc3)C2)CC1,0
2390,3235072.0,CNc1ncncc1-c1ccccc1C,0
2391,3235074.0,COCCn1c(=O)c(CCc2ccccc2)nc2cncnc21,1
2392,3235075.0,COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3C(F)(F)F)c2c1,1
2393,3235076.0,CN1CCN(c2ccnc(-c3ccccc3C(F)(F)F)n2)CC1,1
2394,3235077.0,CC(C)CN1CC[C@@]2(CCCN(C(=O)c3cnccn3)C2)C1,0
