,Drug_ID,SMILES,Pgp_Broccatelli
243,Cortisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@@]2(O)C(=O)CO,0
244,Cycloheximide,C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,0
245,Cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1
246,Decadronal,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,1
247,Deferoxamine,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0
251,Demeclocycline,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@H]12,0
252,Diaziquone,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,0
253,Diethylcarbamazine,CCN(CC)C(=O)N1CCN(C)CC1,0
254,Diethylstilbestrol,CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,0
255,Dimethadione,CC1(C)OC(=O)NC1=O,0
256,Dinestrol,C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,0
257,Diperocaine,O=C(Nc1ccccc1)OC[C@@H](CN1CCCCC1)OC(=O)Nc1ccccc1,1
258,Diphenylpyraline,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,0
259,Dipyrone,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,0
260,Discretamine,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,1
261,Dobutamine,C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0
262,Doxeipin,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,1
263,Doxycycline-cyclate,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@H]3[C@@H](O)[C@H]21,0
264,Eburnamonine,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,0
265,Ecacetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,0
266,Enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0
267,Epicatechin,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,0
271,Ergonovine(Ergometrine),C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,0
272,Eserine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,0
273,Ethionamide,CCc1cc(C(N)=S)ccn1,0
274,Ethoxyquin,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0
275,Etidronic acid,CC(O)(P(=O)(O)O)P(=O)(O)O,0
276,Etifenin,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0
277,Evoxine,COc1c2ccoc2nc2c(OC)c(OC[C@H](O)C(C)(C)O)ccc12,0
278,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,0
279,Fendiline,C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1,1
280,Fenfluramine,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,0
281,Fenoprofen,C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,0
282,Fenoterol,C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,1
283,Fipexide,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1
284,Flavoxate,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1
286,Fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0
287,Fludrocortisone,C[C@]12C[C@H](O)[C@]3(F)[C@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@@]2(O)C(=O)CO,0
289,Fluorometholone,CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,0
290,Fluoxetine,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
291,Folic acid,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,0
292,Folisidine,COc1cc(=O)n(C)c2c(OC[C@H](O)C(C)(C)O)cccc12,0
293,Fosfosal,O=C(O)c1ccccc1OP(=O)(O)O,0
294,Furaltadon,O=C1O[C@@H](CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,0
295,Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
297,Gabapentin,NCC1(CC(=O)O)CCCCC1,0
298,Galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]31CCN(C)C2,0
299,Gallamine,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,0
300,Ganciclovir,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,0
301,Gelsemin,C=C[C@]12CN(C)[C@@H]3[C@H]4CO[C@H](C[C@@H]41)[C@@]1(C(=O)Nc4ccccc41)[C@@H]32,0
302,Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,0
303,Gramine,CN(C)Cc1c[nH]c2ccccc12,1
304,Graveoline,Cn1c(-c2ccc3c(c2)OCO3)cc(=O)c2ccccc21,0
305,Guaifenesin,COc1ccccc1OC[C@@H](O)CO,0
306,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1
307,Haloprogin,Clc1cc(Cl)c(OCC#CI)cc1Cl,0
308,Harmalol,CC1=c2[nH]c3c(c2CCN1)C=CC(=O)C=3,1
309,Harman,Cc1nccc2c1[nH]c1ccccc12,0
310,Harmol,C[C@H]1NCCc2c1[nH]c1ccccc21,0
311,Helcinonide,CC1(C)O[C@@H]2C[C@@H]3[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CCl)O1,0
312,Heliotrine,CO[C@@H](C)[C@@](O)(C(=O)OCC1=CCN2CC[C@H](O)C12)C(C)C,0
313,Hepes,O=S(=O)(O)CCN1CCN(CCO)CC1,0
314,Hermaline,COc1ccc2c(c1)=NC1=C(C)NCCC=21,0
316,Hexetrol,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,0
317,Hippeastrine,CN1CCC2=C[C@@H](O)[C@@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5,0
318,Homoclomin,CN1CCCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1
319,Hycanthone,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,0
320,Hydrastine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,1
321,Hydrastinine,CN1CCc2cc3c(cc2[C@@H]1O)OCO3,0
322,Hydrocotarnine,COc1c2c(cc3c1OCO3)CCN(C)C2,0
323,Hydroxizine,OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1
324,Ifenprodil,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0
325,Isoconazole,Clc1ccc([C@H](Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,1
326,Isocorydine,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0
327,Isopropamide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,0
328,Isopyrin,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,0
329,Isosorbide,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H](O[N+](=O)[O-])CO[C@@H]12,0
332,Kavain,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,0
333,Ketanserin,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0
334,Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,0
335,Kinetin,c1coc(CNc2ncnc3nc[nH]c23)c1,0
336,Laudanosine,COc1cc(Br)c(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC,1
337,Laudanosine-6'-bromo,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC,0
338,Leflunomide,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0
339,Leucovorin,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,0
340,Levobunolol,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0
341,Levonorgestrel,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@H]4[C@H]3CC[C@]21CC,0
342,Lithocholic acid,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2C3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
343,Lobeline,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1,0
344,Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,0
345,Loucarbate,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0
346,Lovastatin Lactone,CC[C@@H](C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21,1
347,Loxapine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1
348,Lucidril,CN(C)CCOC(=O)COc1ccc(Cl)cc1,0
349,Lycorine,O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@H]23)OCO5,0
350,Lysergol,CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,1
351,Lysuride,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1
352,Mafenide,NCc1ccc(S(N)(=O)=O)cc1,1
353,Mebeverine,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@@H](C)Cc1ccc(OC)cc1,0
354,Mechlorethamine,CN(CCCl)CCCl,0
355,Meclizine,Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0
356,Meclofenamic Acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0
357,Mefexamide,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,0
358,Mefloquine,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,1
359,Mesna,O=S(=O)(O)CCS,0
360,Mestranol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@]21C,0
361,Metampicillin,C=N[C@@H](C(=O)N[C@@H]1C(=O)[C@H]2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,0
362,Metanephrine,CNC[C@@H](O)c1ccc(O)c(OC)c1,1
363,Methapyrilene,CN(C)CCN(Cc1cccs1)c1ccccn1,0
364,Methimazole,Cn1cc[nH]c1=S,0
365,(2S)-2-amino-4-(methylsulfonimidoyl)butanoicacid,CS(=N)(=O)CC[C@H](N)C(=O)O,0
366,Methixene,CN1CCC[C@H](CC2c3ccccc3Sc3ccccc32)C1,1
367,Methocarbamol,COc1ccccc1OC[C@H](O)COC(N)=O,0
368,Methoxamine,COc1ccc(OC)c([C@@H](O)[C@H](C)N)c1,0
369,Methylergonovine,CC[C@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0
370,Methylprednisolone,C[C@@H]1C[C@H]2[C@H]3CC[C@@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12,1
371,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,0
372,Mifepristone,CC#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@]21C,1
373,Mimosine,N[C@H](Cn1ccc(=O)c(O)c1)C(=O)O,0
374,Mitotane,Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1,0
375,Monocrotaline,C[C@@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)C23,0
376,Mycophenolic Acid,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0
377,Myricetin,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,0
378,N-acetylaspartate,CC(=O)N[C@H](CC(=O)O)C(=O)O,0
379,N-acetylmuramate,CC(=O)N[C@@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H](C)C(=O)O,0
380,Nanophine,C[C@H]1CCC[C@@H](C)N1,0
381,Napelline,C=C1[C@@H]2C[C@@]3([C@@H]1O)[C@H]1C[C@H]4[C@]5([C@H](O)CC[C@@]4(C)CN(CC)[C@H]15)[C@@H]3C[C@H]2O,0
382,Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0
383,Naringenin,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,1
385,Neamine,NC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](N)C[C@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0
387,Nefopam,CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,0
388,Nicergoline,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,1
389,Nifazenone,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0
390,Niflumic Acid,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,0
391,Nitrarine,c1ccc2c3c([nH]c2c1)[C@H]1[C@H]2CC[C@@H]([C@H]4CCCNC42)N1CC3,0
392,Nordefrin,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,0
393,Orciprenaline,CC(C)NC[C@H](O)c1cc(O)cc(O)c1,0
394,Ornidazole,Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,0
395,Orphenadrine,Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,0
396,Oxalamine,CCN(CC)CCc1nc(-c2ccccc2)no1,0
397,Oxantel,O=C(O)c1cc2ccccc2c(Cc2cc3ccccc3c(C(=O)O)c2O)c1O,0
398,Oxybutynin,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,1
399,Parhexilene,C1CCC(C(C[C@@H]2CCCCN2)C2CCCCC2)CC1,1
401,Parthenolide,C=C1C(=O)O[C@@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,0
402,Pempidine,CN1C(C)(C)CCCC1(C)C,0
403,Pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1
404,Pentylentetrazole,C1CCc2nnnn2CC1,1
406,Phenacetin,CCOc1ccc(NC(C)=O)cc1,0
407,Phenazopyridine,Nc1ccc(/N=N/c2ccccc2)c(N)n1,0
408,Phyllabine,COc1cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)ccc1O,0
409,Picotamide,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,0
410,Picrotoxinin,C=C(C)[C@H]1[C@@H]2OC(=O)[C@@H]1[C@@]1(O)C[C@@H]3O[C@]34C(=O)O[C@H]2[C@@]14C,0
411,Piroxicam,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,0
412,Podophyllotoxin,COc1cc([C@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC,0
413,Pramoxine,CCCCOc1ccc(OCCCN2CCOCC2)cc1,0
414,Prednisolone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@H]2[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,0
415,Pregnenolone,CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CC=C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
416,Prenylamine lactate,C[C@@H](Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,0
417,Pridinol,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,0
418,Proadifen,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,1
419,Probucol,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
420,Profenamine,CCN(CC)[C@H](C)CN1c2ccccc2Sc2ccccc21,0
421,Propylthiouracil,CCCc1cc(=O)[nH]c(=S)[nH]1,0
422,Pyrazinamide,NC(=O)c1cnccn1,0
423,Pyridoxine,Cc1ncc(CO)c(CO)c1O,0
424,Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
425,Quipazine,c1ccc2nc(N3CCNCC3)ccc2c1,0
426,Racinine,COc1ccn(C)c(=O)c1C#N,0
427,Remerine,CN1CCc2cc3c(c4c2[C@@H]1Cc1ccccc1-4)OCO3,0
428,Ritodrine,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,0
429,Salsolidine,COc1cc2c(cc1OC)[C@@H](C)NCC2,0
430,Salsolinol,C[C@@H]1NCCc2cc(O)c(O)cc21,0
431,Securinine,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@@H]1CCCCN31,0
432,Semustine,CC1CCC(NC(=O)N(CCCl)N=O)CC1,0
433,Seneciphylline,C=C1C/C(=C\C)C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@]1(C)O)C23,0
435,Sisomicin,CN[C@@H]1[C@H](O)[C@@H](O[C@@H]2C(O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@@H]2N)OC[C@]1(C)O,0
436,Skimmiamine,COc1ccc2c(OC)c3ccoc3nc2c1OC,0
437,Spiperone,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1
438,Streptozocin,CN(N=O)C(=O)N[C@@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
439,Strophanthidin,C[C@@]12CC[C@H]3[C@H](CC[C@@]4(O)C[C@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,0
440,Succinylsulfathiazole,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
441,Sulfabenzamide,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,0
442,Sulfachlorpyridazine,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0
443,Sulfadimethoxine,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0
444,Sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0
445,Sulfameter,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0
446,Sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0
447,Sulfamethizole,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0
448,Sulfapyridine,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
449,Sulfaquinoxaline,Nc1ccc(S(=O)(=O)Nc2ccc3nccnc3c2)cc1,0
450,Sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0
451,Sulmazole,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,0
452,Suprofen,C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0
453,Suxibuzone,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
456,Terazosin,COc1cc2nc(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,0
457,Terbutaline,CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1,0
458,Tetrahydroalstonine,COC(=O)C1=CO[C@H](C)[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]12,0
459,Tetrahydrozoline,c1ccc2c(c1)CCC[C@@H]2C1=NCCN1,0
460,Tetramisole,c1ccc([C@@H]2CN3CCSC3=N2)cc1,0
461,Tetrazoline,c1ccc2c(c1)CN1CCCCC1=N2,0
462,Tetrazolone,O=c1c2ccccc2nc2n1CCCC2,0
463,Thalicarpine,COc1cc(C[C@@H]2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2[C@@H](C3)N(C)CC4)cc1OC,1
464,Thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,0
465,Thimerosal,O=C(O)c1ccccc1S,0
466,Tiapride,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,1
467,Tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0
468,Tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0
469,Tremorine,C(#CCN1CCCC1)CN1CCCC1,0
470,Triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@H](O)[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@]12F,0
471,Trichlormethiazide,NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O,0
472,Trifluoperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
473,Triiodothyronine,N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0
474,Trimetazidine,COc1ccc(CN2CCNCC2)c(OC)c1OC,0
475,Trimethadione,CN1C(=O)OC(C)(C)C1=O,0
476,Trioxsalen,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,0
477,Ungerine,CO[C@@H]1C=C2CCN(C)[C@H]2[C@@H]2c3cc4c(cc3C(=O)O[C@@H]21)OCO4,0
478,Vanoxerine,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1
480,Vidarabine,Nc1ncnc2c1ncn2[C@H]1O[C@H](CO)[C@H](O)[C@H]1O,0
481,Vincamine,CC[C@@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0
482,Vinpocetine,CCOC(=O)C1=C[C@@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@H]32,1
483,Xylazine,Cc1cccc(C)c1NC1=NCCCS1,0
484,Yohimbini acid,O=C(O)[C@@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,0
485,Zomepirac,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,0
489,Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1
490,Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
491,Fexofenadine,CC(C)(C(=O)O)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
492,Terfenadine,CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
493,Verapamil,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1
494,Olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1
495,Quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
496,Aldicarb,CNC(=O)O/N=C/C(C)(C)SC,0
497,Aldoxycarb,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0
498,Aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1,0
499,Atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,0
500,Carbaryl,CNC(=O)Oc1cccc2ccccc12,0
501,DDE,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0
502,DDT,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0
503,Dieldrin,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H]4C[C@@H]([C@@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,0
504,Hydramethylnon,CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,1
505,Lannate,CNC(=O)O/N=C(\C)SC,0
506,Lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0
507,Methoxychlor,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0
508,Mevinphos,COC(=O)/C=C(/C)OP(=O)(OC)OC,0
509,Mirex,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0
510,O-Nitrophenyl-N-N-dimethylcarbamate,CCNC(=O)Oc1ccccc1[N+](=O)[O-],0
511,Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
512,Permethrin,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,0
513,Phosmet,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0
514,Propiconazole,CCC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0
515,Propoxur,CNC(=O)Oc1ccccc1OC(C)C,0
516,Toxaphene,Cl/C=C1/[C@@H]2C[C@H]([C@@H](Cl)C2(Cl)Cl)C1(CCl)CCl,0
517,Vinclozolin,C=C[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,0
518,JTV 519,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,1
519,S09788,C=CCNc1nc(NCC=C)nc(N2CCC(NCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1
520,"1-[4-[(2R)-2-hydroxy-3-quinolin-5-yloxypropyl]piperazin-1-yl]-2,2-diphenylethanone",O=C(C(c1ccccc1)c1ccccc1)N1CCN(C[C@@H](O)COc2cccc3ncccc23)CC1,1
521,Emopamil,CC(C)[C@](C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,1
522,"4-(6,7-dimethoxy-3,4-dihydro-1H-isoquinolin-2-yl)-N-[2-(2,3-dimethoxyphenyl)ethyl]-6,7-dimethoxyquinazolin-2-amine",COc1cc2c(cc1OC)CN(c1nc(NCCc3cccc(OC)c3OC)nc3cc(OC)c(OC)cc13)CC2,1
