,Drug_ID,SMILES,BBB_Martins
281,mannitol,OCC(O)C(O)C(O)C(O)CO,0
282,Meclocycline,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,0
283,Meclofenamate,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0
284,Mefenamic_acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0
285,Cimetidine,CN=C(NC#N)NCCSCc1nc[nH]c1C,0
286,Clonidine,Clc1cccc(Cl)c1NC1=NCCN1,1
287,Didanosine,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0
288,Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,1
289,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,1
290,Mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0
291,Minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1
292,Moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1
293,Propanthelinebromide,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],0
294,Pyrazinamide,NC(=O)c1cnccn1,1
295,Pyridostigminebromide,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],1
296,Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1
297,Quinine,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0
298,melphalan,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0
299,mepenzolatebromide,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],0
300,mepiramine,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0
301,mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0
302,mestranol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0
303,methantheline,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,0
304,methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0
305,Methyclothiazide,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0
306,methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0
307,Icotidine,COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1.[Cl-].[Cl-].[Cl-].[H+].[H+].[H+],0
308,L-663581,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,1
309,Lupitidine,Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1,0
310,Mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,1
311,Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
312,Ritonavir,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0
314,Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,1
315,Sodiumamidotrizoate,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],0
316,Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1
317,Stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1
319,Sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1
320,Sulfafurazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1
321,Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,0
322,Miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
323,nandrolone,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0
324,neodicoumarol,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,0
325,Nicotinyl alcohol,OCc1cccnc1,0
326,norethindrone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0
327,norfenefrine,NCC(O)c1cccc(O)c1,0
328,nylidrin,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0
329,Oxandrolone,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0
330,Oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0
331,Mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,1
332,Nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1
333,Org12962,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,1
334,Org30526,Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2,1
335,Org32104,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCNC[C@H]21,1
336,Org34167,C=CC[C@H](N)c1ccccc1-c1noc2ccccc12,1
337,Org4428,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@H]21,1
338,Org5222,CN1C[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1,1
339,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0
340,Sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1
341,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1
342,Ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],1
343,Topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,1
344,Zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1
345,Zonisamide,NS(=O)(=O)Cc1noc2ccccc12,1
347,Calcium-folinate,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],1
349,papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0
350,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0
351,phenacetin,CCOc1ccc(NC(C)=O)cc1,0
352,phenazopyridine,Nc1ccc(N=Nc2ccccc2)c(N)n1,0
353,pheniramine,CN(C)CCC(c1ccccc1)c1ccccn1,0
354,Phenolphthalein,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
355,phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0
356,Phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
357,pirbuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0
358,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1
359,Phenserine,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,1
360,Temelastine,Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,0
361,Tibolone,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,1
362,Ceftazidime,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1
363,Flucytosine,Nc1[nH]c(=O)ncc1F,1
364,Guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,0
365,Lomustine,O=NN(CCCl)C(=O)NC1CCCCC1,1
366,Mesna,O=S(=O)([O-])CCS.[Na+],0
367,Streptozotocin,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
368,Teniposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1
369,Thiotepa,S=P(N1CC1)(N1CC1)N1CC1,1
371,Polythiazide,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0
372,prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0
373,prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0
374,probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
375,progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
376,propranolol,CC(C)NCC(O)COc1cccc2ccccc12,0
377,proscillaridin,CC1OC(O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)C(O)C(O)C1O,0
378,puromycin,COc1ccc(C[C@H](N)C(=O)NC2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,0
379,ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0
380,Tiotidine,CN=C(NC#N)NCCSCc1csc(N=C(N)N)n1,1
381,Zolantidine,O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,1
382,1-hydroxymidazolam,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
383,111-trichloroethane,CC(Cl)(Cl)Cl,1
384,111-trifluoro-2-chloroethane,FC(F)(F)CCl,1
385,2-methylpropanol,CC(C)CO,1
386,"\2,2-dimethylbutane\\\""""",CCC(C)(C)C,1
387,Vidarabine,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1
388,Bis-hydroxylated-L-663581,CN1Cc2c(-c3noc(C(C)(CO)CO)n3)ncn2-c2cccc(Cl)c2C1=O,0
389,Mono-hydroxylated-L-663581,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O,0
390,Thioperamide,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,1
392,salicylic acid,O=C(O)c1ccccc1O,0
393,scopolamine,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0
394,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,0
395,Stanozolol,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0
396,sulfasalazine,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,0
397,Terconazole,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0
398,testolactone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,0
399,testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0
400,TetraCycline,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0
401,3-methylhexane,CCCC(C)CC,1
402,3-methylpentane,CCC(C)CC,1
403,4-hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,1
404,Aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1
405,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0
406,Benzene,c1ccccc1,1
407,Bretazenil,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,1
408,Bromperidol,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,1
409,Mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1
410,Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
411,Tifluadom,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,1
412,aldosterone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,0
413,BRL52537,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@H]1CN1CCCC1,1
414,BRL52580,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2[C@H]1CN1CCCC1,1
415,BRL52656,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1,1
416,BRL52871,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2sccc2[C@H]1CN1CCCC1,1
417,theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0
418,thioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,0
419,tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0
420,tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
421,Triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0
422,Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
423,Trichlormethiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0
425,verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0
426,warfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,0
427,Butanone,CCC(C)=O,1
428,Cyclopropane,C1CC1,1
429,Desmethyldesipramine,NCCCN1c2ccccc2CCc2ccccc21,1
430,Dichloromethane,ClCCl,1
431,Diethylether,CCOCC,1
432,Divinylether,C=COC=C,1
433,Enflurane,FC(F)OC(F)(F)C(F)Cl,1
434,BRL52974,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CCCC1,0
435,BRL53087,CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1
436,carebastine,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0
437,cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
438,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0
439,cp102,CCc1c(O)c(=O)ccn1CCO,0
440,cp107,CCc1c(O)c(=O)ccn1CCCCO,0
441,yohimbine,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,0
442,zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,0
443,acepromazine,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1
444,acetophenazine,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1
445,acetozalamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1
446,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1
447,amantadine,NC12CC3CC(CC(C3)C1)C2.[Cl-].[H+],1
448,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,1
449,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1
450,amphetamine,CC(N)Cc1ccccc1,1
451,Ethanol,CCO,1
452,Ethylbenzene,CCc1ccccc1,1
453,Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1
454,Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1
455,Fluroxene,C=COCC(F)(F)F,1
456,Halothane,FC(F)(F)C(Cl)Br,1
457,Heptane,CCCCCCC,1
458,Hexane,CCCCCC,1
459,cp20,Cc1c(O)c(=O)ccn1C,1
460,cp21,CCn1ccc(=O)c(O)c1C,1
461,cp24,CCCCn1ccc(=O)c(O)c1C,1
462,cp25,CCCCCn1ccc(=O)c(O)c1C,1
463,cp29,CCCCCn1ccc(=O)c(O)c1C,1
464,cp41,Cc1c(O)c(=O)ccn1CCCO,0
465,cp94,CCc1c(O)c(=O)ccn1CC,1
466,difloxacin,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0
467,antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,1
468,apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1
469,arecoline,COC(=O)C1=CCCN(C)C1,1
470,azaperone,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,1
471,benactyzine,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-].[H+],1
472,benperidol,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1
473,benzocaine,CCOC(=O)c1ccc(N)cc1,1
474,benzquinamide,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,1
475,benztropine,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2.O=S(=O)(O)O,1
476,biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1
477,Hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1
478,Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1
479,Isoflurane,FC(F)OC(Cl)C(F)(F)F,1
480,Methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1
481,Methoxyflurane,COC(F)(F)C(Cl)Cl,1
482,Methylcyclopentane,CC1CCCC1,1
483,doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1
484,EMD60400,CN(C(=O)Cc1ccccc1N)[C@@H](CN1CC[C@@H](O)C1)c1ccccc1,0
485,enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0
486,fleroxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0
487,GR85571,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1
488,GR88377,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCCC1,1
489,GR89696,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1
490,bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1
491,buclizine,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1
492,bufotenine,CN(C)CCc1c[nH]c2ccc(O)cc12,1
493,bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
494,buramate,O=C(NCc1ccccc1)OCCO,1
495,butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1
496,caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
497,cannabidiol,C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,1
498,capuride,CCC(C)C(CC)C(=O)NC(N)=O,1
499,carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,1
500,Northioridazine,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,1
501,Paraxanthine,Cn1c(=O)[nH]c2ncn(C)c2c1=O,1
502,Pentane,CCCCC,1
503,Propanol,CCCO,1
504,Propanone,CC(C)=O,1
505,GR89696_et,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1
506,GR89696_pr,CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1
507,GR91272,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CC[C@@H](O)C1,1
508,GR94839,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0
509,GR94839_A,CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)[C@@H](CN2CC[C@@H](O)C2)C1,0
510,GR94839_B,CSc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0
511,GR94839_C,CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0
512,GR94839_D,COc1cccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)c1,0
513,GR94839_E,CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,0
514,GR94839_F,COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0
515,carphenazine,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1
516,cartazolate,CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,1
517,centazolone,Nn1cnc2cc3ccccc3cc2c1=O,1
518,chloralhydrate,OC(O)C(Cl)(Cl)Cl,1
519,chlordiazepoxide,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,1
520,chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1
521,chlorprothixene,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,1
522,chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,1
523,choline,C[N+](C)(C)CCO,1
524,clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1
525,Salicyluricacid,O=C(O)CNC(=O)c1ccccc1O,1
526,Sulforidazine,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,1
527,Teflurane,FC(Br)C(F)(F)F,1
528,Theobromine,Cn1cnc2c1c(=O)[nH]c(=O)n2C,1
529,Thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0
530,Toluene,Cc1ccccc1,1
531,Triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1
532,GR94839_G,CC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)[C@@H](CN2CC[C@H](O)C2)C1,0
533,GR94839_H,CC(=O)N1CCN(C(=O)Cc2ccccc2)[C@@H](CN2CC[C@@H](O)C2)C1,0
534,GR94839_I,CC(=O)N1CCN(C(=O)Cc2ccc([S@@](C)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,0
535,GR94839_L,CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,0
536,ICI197067,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,1
537,ICI199441,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H](CN1CCCC1)c1ccccc1,1
538,isoxicam,Cc1cc(N/C(O)=C2\C(=O)c3ccccc3S(=O)(=O)N2C)no1,0
539,Levallorphan,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,1
540,lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0
541,loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0
542,clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
543,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1
544,clopenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,1
545,clopimozide,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
546,cocaine,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,1
547,codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1
548,cyclazocine,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,1
549,cyclophenazine,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2,1
550,deanol,CN(C)CCO,1
551,demerol,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.[Cl-].[H+],1
552,Trichloroethylene,ClC=C(Cl)Cl,1
553,Trichloromethane,ClC(Cl)Cl,1
554,Y-G14,CNCCc1ccccn1,1
555,Y-G15,CN(C)CCc1ccccn1,1
556,Y-G16,NCCc1nccs1,1
557,Y-G19,NCCc1nc(-c2ccccc2)cs1,0
558,Y-G20,NCCc1cn2ccccc2n1,0
559,m-Xylene,Cc1cccc(C)c1,1
560,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0
561,meloxicam,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1,0
562,Nalorphine,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1
563,naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1
564,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0
565,pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0
566,piroxicam,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,0
567,roxindole,CS(=O)(=O)O.Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1
