,Drug_ID,SMILES,CYP3A4_Veith
3635,75106.0,O=c1ccc(-c2ccccc2)n[nH]1,0
3636,3246045.0,O[C@@H](c1cc(-c2ccccc2)nc2c1ccc1ccccc12)[C@@H]1CCCCN1,0
3637,3246046.0,C[C@@H](c1ccccc1)N1CCN([C@H](C)c2ccccc2)CC1,0
3638,224772.0,C=C(C)CNCCN,0
3639,408481.0,N=c1nc(N)nc(N)n1-c1ccc(S(N)(=O)=O)cc1,0
3640,224792.0,COc1ccc2nccc(SCC(=O)O)c2c1,0
3641,408483.0,O=C(O)CSc1cc(-c2ccccc2)nc2ccccc12,0
3642,23749.0,O=[As](O)(O)c1ccc(N=Nc2ccc([As](=O)(O)O)cc2)cc1,0
3643,408515.0,Cc1cc(N2CCCCC2)nc2ccc(Cc3ccc4nc(N5CCCCC5)cc(C)c4c3)cc12,0
3644,224907.0,NS(=O)(=O)Cc1ccc([As](=O)(O)O)cc1,0
3645,3246047.0,O=C(O)[C@@H](O)c1ccc([As](=O)(O)O)cc1,0
3646,224913.0,O=S(=O)(NCCO)c1ccc([Sb](=O)(O)O)cc1,0
3647,5771529.0,O=C(O)/C=C\c1cccc([Sb](=O)(O)O)c1,0
3648,224928.0,O=[N+]([O-])c1cc(-c2ccc([As](=O)(O)O)cc2)ccc1[As](=O)(O)O,0
3649,224948.0,C[N+](C)([O-])Cc1cc(-c2ccccc2)ccc1O,0
3650,224958.0,Cn1c(Sc2ccc(-c3cccnc3)n2C)ccc1-c1cccnc1,1
3651,3246048.0,NS(=O)(=O)C[C-]1C=CC([Sb-](Cl)(Cl)(Cl)(Cl)Cl)C=C1.c1ccncc1,0
3652,224976.0,CCOc1ccccc1Nc1ccc(N)cc1S(=O)(=O)O,0
3653,224977.0,Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3ccccc3c2S(=O)(=O)O)cc1,0
3654,224978.0,Oc1c(C(O)(c2ccccc2)c2ccc3ccccc3c2O)ccc2ccccc12,0
3655,66496.0,O=C1c2ccccc2C(=O)c2c(Nc3ccc4c5c(cccc35)C(=O)c3ccccc3-4)cccc21,0
3656,5351655.0,N/C(CC/C(N)=N/O)=N\O,0
3657,225054.0,Cn1c(=O)c2[nH]c(CCCCC(=O)O)nc2n(C)c1=O,0
3658,225067.0,Cn1c(=O)c2c(nc(Cc3ccccc3)n2CC(=O)O)n(C)c1=O,0
3659,225069.0,Cn1c(=O)c2[nH]c(CCNC(=O)c3ccccc3)nc2n(C)c1=O,0
3660,3246049.0,NC(=O)CS(=O)C[C@H](N)C(=O)O,0
3661,3246050.0,Cc1ccc(S(=O)(=O)O[C@@H]2[C@H]([C@@H]3COC(C)(C)O3)O[C@H]3OC(C)(C)O[C@@H]32)cc1,0
3662,225095.0,CC(CO)(CO)Nc1ncnc2ccccc12,0
3663,137805.0,O=C(O)CSc1nc2ccccc2[nH]1,0
3664,208384.0,NCC(=O)Nc1ccccc1,0
3665,3246051.0,CC(C)=C[C@H]1[C@@H](C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,1
3666,225243.0,Cn1c(=O)c2c(nc(NCCNc3nc4c(c(=O)n(C)c(=O)n4C)n3C)n2C)n(C)c1=O,0
3667,225323.0,CN(C)CN1CSC(=S)N(CN(C)C)C1,0
3668,9595215.0,CN(C)CS/C(N)=N/[C@H](O)C(Cl)(Cl)Cl,0
3669,3246053.0,CC1(C)CCC(=O)N[C@H]1CC(=O)C[C@H]1NC(=O)CCC1(C)C,0
3670,408613.0,COc1cc(CN2CCCCC2)cc2cc(C(=O)O)c(=O)oc12,0
3671,225483.0,O=C(O)CNc1ccc(C(=O)O)cc1,0
3672,1550569.0,NC(=O)N[C@H](CC(=O)O)C(=O)O,0
3673,20794.0,O=C(O)CCCN1CCCCC1,0
3674,408701.0,Cc1ccc(C2(c3ccc(C)c(O)c3C)CCN(C)CC2)c(C)c1O,0
3675,3246054.0,CC(C)C1=C[C@@]23CC[C@H]4[C@](C)(C(=O)O)CCC[C@]4(C)[C@@H]2C[C@@H]1[C@@H](C(=O)O)[C@@H]3C(=O)O,0
3676,16683599.0,O.O.O.O=C(O)CO[Sb]OCC(=O)O,0
3677,16684726.0,O.O.O.O=C(O)[C@H]1O[Sb]O[C@@H](C(=O)O)C1O,0
3678,16684728.0,O.O=C(O)[C@@H](O)[C@@H](O)[C@@H]1O[Sb]O[C@@H]1CO,0
3679,16684730.0,Cc1ccc([Sb]2O[C@H](CO)[C@@H]([C@H](O)[C@H](O)C(=O)O)O2)cc1.O.O,0
3680,5771532.0,Clc1ccccc1/C=C\c1ccnc2ccccc12,0
3681,3246059.0,O=C(O)C[C@@H](C(=O)O)C1c2ccccc2-c2ccccc21,0
3682,408814.0,Cc1c(S(=O)(=O)O)ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c1Cl,0
3683,408821.0,C[N+](C)(C)CCN(Cc1cccs1)c1ccccn1,0
3684,226081.0,Nc1c(OCC(=O)O)ccc2cc(S(=O)(=O)O)ccc12,0
3685,23270.0,Cc1ccc(S(=O)(=O)Oc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(N)c23)cc1,0
3686,3246060.0,CCN1CCC(O)([C@H](C(=O)O)c2ccccc2)CC1,0
3687,3246061.0,C[As+](C)(c1ccc(Br)c([N+](=O)[O-])c1)c1ccc(Br)c([N+](=O)[O-])c1.O=[N+]([O-])O,0
3688,97725.0,N[C@@H](CCCCO)C(=O)O,0
3689,226266.0,Cc1ccc(S(=O)(=O)OCC(=O)O)cc1,0
3690,3246063.0,OC[C@H](S)CS,0
3691,197883.0,O=C(O)[C@@H](S)[C@H](S)C(=O)O,0
3692,408925.0,CCOc1ccc(N=NS(=O)(=O)O)cc1,0
3693,3246065.0,O=C(O)CC[C@]1(C(=O)O)CCC(=O)c2ccccc21,0
3694,3246066.0,O=C1CC[C@](CCc2nc3ccccc3[nH]2)(c2ccccc2)C(=O)N1,0
3695,3246067.0,C[N+]1([C@H](CO)Cc2c[nH]c3ccccc23)Cc2ccccc2C1.O=S(=O)(O)c1ccccc1,0
3696,80819.0,NC(N)=NC(N)=Nc1ccc(S(=O)(=O)O)cc1,0
3697,408996.0,c1ccc(-c2ccc(-c3ccc(C4=NCCN4)cc3)o2)cc1,0
3698,81770.0,CC(C)(CN)CN,0
3699,3246069.0,C[N+]1(NCC[N@@+]2(C)CCc3ccccc3C2)CCCCC1,0
3700,88779.0,c1ccc(SCCc2ccncc2)cc1,1
3701,3246070.0,O[C@H](CNc1ccccn1)c1ccccc1,0
3702,409027.0,Clc1ccc(CSCCc2ccncc2)cc1Cl,1
3703,226882.0,CSc1nnnc2ccccc12,0
3704,3246071.0,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@@H]2OP(=O)(O)O,0
3705,3246072.0,C[C@@]12CC[C@@H]3c4ccc(OP(=O)(O)O)cc4CC[C@@H]3[C@H]1CCC2=O,0
3706,409082.0,NNC(=O)Cc1cccnc1,1
3707,135485435.0,C/C(=N\NC(N)=S)c1ccc[nH]1,0
3708,5458408.0,C(=N\Nc1ccccn1)\c1cccnc1,1
3709,227150.0,O=C1c2ccccc2-c2ccc(N(Cc3ccc(Br)cc3)Cc3ccc(Br)cc3)cc21,0
3710,3246074.0,C[N+](C)(C)CCN[N@@+]1(C)CCCc2ccccc21,0
3711,3246075.0,NC(N)=N[C@H]1C(O)[C@@H](N=C(N)N)[C@H](O)C(O)[C@@H]1O.O=S(=O)(O)O,0
3712,3246076.0,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)c1nc2ccc(Cl)cc2[nH]1,0
3713,227281.0,NC(N)=Nc1ccc(-c2ccc(N=C(N)N)cc2)cc1.O=S(=O)(O)O,0
3714,3246077.0,CC(C)(C)OC(=O)[C@H]([C@@H]1N[C@@H](C(=O)O)C(C)(C)S1)N1C(=O)c2ccccc2C1=O,0
3715,10825.0,O=C(O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,0
3716,227312.0,NC(N)=NCCN=C(N)N.O=S(=O)(O)O,0
3717,227345.0,CN(C)CCCN1c2ccccc2Sc2ccc3ccccc3c21,0
3718,227424.0,c1ccc(CCN2CCCCCC2)nc1,0
3719,3246079.0,CN(C)CCCNc1ncnc2nc[nH]c12,0
3720,227513.0,CCN(CC)CCn1ncc2c(N)ncnc21,0
3721,227530.0,Cn1ncc2c(NCCc3ccccc3)nc(Cl)nc21,1
3722,409194.0,C[N+](C)(C)CCCSc1nc2ccccc2[nH]1,0
3723,409199.0,O=C(O)c1cccc(CN2CCCCC2)c1,0
3724,227681.0,CCC(=O)OCN1C(=O)C=CC1=O,0
3725,334207.0,O=C(O)[C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O,0
3726,227840.0,Clc1ccc2c(c1)N(CCCN1CCCC13CCCCC3)c1ccccc1S2,0
3727,522083.0,OCCN(CCO)c1ncnc2nc[nH]c12,0
3728,409314.0,NC(Cc1ccccc1)(C(=O)O)C(=O)O,0
3729,210230.0,c1ccc(CSCCc2ccncc2)cc1,1
3730,135485436.0,CO[C@@H](C[Hg])CN1C(=O)c2ccccc2S1(=O)=O.Cn1c(=O)c2nc[nH]c2n(C)c1=O,0
3731,3246084.0,O=C(O)C[C@H](Cc1ccccc1Cl)C(=O)O,0
3732,446168.0,O=C(O)C[C@H](Cc1ccccc1)C(=O)O,0
3733,409402.0,N=C(N)SCc1cc(Cl)cc(Cl)c1O,0
3734,24693.0,Cc1ccc(O)cc1.Cc1cccc(O)c1.Cc1ccccc1O,0
3735,1052.0,Cc1ncc(CO)c(CN)c1O,0
3736,9561125.0,O=C(O)/C(Cc1ccc([N+](=O)[O-])cc1)=N/O,0
3737,228534.0,CC(C)c1cc(CN(C)C)c(O)c(C(C)(C)C)c1,0
3738,228569.0,CC(CCC(=O)O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0
3739,3246085.0,CC(C)CNc1nc2ncnc(N)c2[nH]1,0
3740,409514.0,Nc1ncnc2nc(N3CCN(CCO)CC3)[nH]c12,0
3741,2761812.0,N[C@@H](Cc1cccc([N+](=O)[O-])c1)C(=O)O,0
3742,3246086.0,O=C(O)[C@@H]1[C@H](C(=O)O)[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,0
3743,69096.0,O=C(O)CCSc1ncnc2nc[nH]c12,0
3744,229022.0,Cc1[nH]c(C)c(CN(C)C)c1CN(C)C,0
3745,229287.0,CCc1ccc(CCN2CCCCC2)nc1,0
3746,229300.0,O=C(NC1(C(=O)O)CCCC1)c1ccccc1,0
3747,409697.0,N=C(N)C(N=Nc1ccccc1)C(=N)N,0
3748,3246087.0,C[C@H](CN(C)C)C(=O)c1ccccc1C(=O)O,0
3749,685688.0,O=C(CSc1ncnc2nc[nH]c12)c1ccccc1,0
3751,229466.0,OCCSCc1cc(Cl)cc(Cl)c1O,0
3752,409779.0,Clc1ccc(CSC2=NCCN2)cc1Cl,0
3753,229726.0,CCn1c(CCCc2nc3c([nH]2)c(=O)n(C)c(=O)n3C)nc2c1c(=O)n(C)c(=O)n2C,0
3754,229815.0,CCCc1cc(COC)c(C#N)c(=O)[nH]1,0
3755,229831.0,Cc1ccc(S(=O)ON2CCC(C(=O)O)(c3ccccc3)CC2)cc1,0
3756,3246091.0,CN1CCC[C@H](C(=O)OCC(=O)[C@]2(O)CC[C@@H]3[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@H]4[C@@H](O)C[C@]32C)C1,0
3757,3246092.0,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@@H](N)CC[C@@]4(C)[C@@H]3CC[C@@]12C,0
3758,3246093.0,COc1ccc(-c2cc([C@H](O)[C@@H]3CCCCN3)c3ccccc3n2)cc1,0
3759,5473735.0,CC(=O)Nc1ccc2c(c1)/C(=C/c1ccc([N+](C)(C)C)cc1)c1ccccc1-2,0
3760,409833.0,CN(CCc1ccccn1)c1ccc2c(c1)Cc1ccccc1-2,1
3761,409834.0,CN(CCc1ccccn1)c1ccc2c(c1)C(=O)c1ccccc1-2,1
3762,409837.0,CCN(CC)COC(=S)S,0
3763,229969.0,CN(C)CCCN1c2ccc3ccccc3c2Sc2cccc(Cl)c21,0
3764,5351717.0,C/C(C[n+]1ccccc1)=N\N=C(N)N,0
3765,409879.0,C[N+](C)(C)c1cc2c(nn1)Nc1ccccc1S2,0
3766,230053.0,NCc1ccccc1.O=C(O)NCc1ccccc1,0
3767,3246094.0,Cc1cc(C)nc(SCCc2cccc[n+]2C)n1,0
3768,15732.0,c1ccc(-c2cnc(-c3ccc(-c4ncc(-c5ccccc5)o4)cc3)o2)cc1,0
3769,3246095.0,NC[C@@H](O)CSCc1ccc(Cl)cc1,0
3770,5771541.0,CC(C)(C)c1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0
3771,24782.0,CN(C)CCOC(=O)c1ccc(N)cc1,0
3772,230404.0,C[C@@](Br)(C(=O)O)[C@H](Br)C(=O)O,0
3774,81371.0,N=C(N)SCCSC(=N)N,0
3775,230714.0,Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)cc1S(N)(=O)=O,0
3776,410029.0,Cc1c(Cl)c(S(N)(=O)=O)cc2c1N=CN=S2(=O)O,0
3777,230723.0,Cc1c(Cl)c(S(N)(=O)=O)cc(S(N)(=O)=O)c1NC(=O)c1ccc(Cl)cc1,0
3778,3246099.0,CN(C)C[C@@H](O)c1ccc(Cl)c2ccccc12.Cc1ccc(S(=O)(=O)O)cc1,0
3779,230818.0,CC(C)(C)c1ccc(OCC(=O)O)c(Cl)c1,0
3780,135431328.0,CCOC(=O)c1c(O)[nH]c(=O)c(CC)c1C,0
3781,230856.0,Oc1ccccc1CNCc1ccccc1O,0
3782,3246101.0,OC[C@@H]1O[C@@H](n2cnc3c(SCc4ccccc4)ncnc32)[C@@H](O)[C@H]1O,0
3783,230942.0,CCCCn1cnc2c(c(CC#N)nn2-c2ccccc2)c1=N,0
3784,3246103.0,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@@H]2OC(=O)CCc1ccccc1,0
3785,3246104.0,COc1ccc(C[C@@H](N)c2ccc(OC)cc2)cc1,0
3786,231116.0,Cc1ccc2nc(-c3ccc(NC(=O)c4ccc(N)cc4)c(S(=O)(=O)O)c3)sc2c1,0
3787,141219.0,CC(C)CN(CC#N)CC(C)C,0
3788,410174.0,NNC(=O)c1ccc[n+](CCc2ccccc2)c1,0
3789,5355167.0,CS(=O)(=O)c1ccc(/C=N\NC(N)=S)cc1,0
3790,3246105.0,C[C@@H](Cc1ccccc1)[C@@H](C)N,0
3791,67316.0,NS(=O)(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,0
3792,3246106.0,CN1CCCC[C@@H]1CCN1CCCCC1,0
3793,229337.0,CC(C)[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O,0
3794,231503.0,NC(Cc1ccccc1)=NCC(=O)O,0
3795,231530.0,OC(Cc1ccccc1)(Cc1ccccc1)c1ccccc1,0
3796,5771544.0,c1ccc([C@H](c2cccc3c2ccc2ccccc23)[C@H](c2ccccc2)c2cccc3c2ccc2ccccc23)cc1,0
3797,3246108.0,CC(C)(SCc1ccccc1)[C@H](N)C(=O)O,0
3798,231626.0,BrC(c1cccc2ccccc12)c1cccc2ccccc12,0
3799,231631.0,O=C(O)C(O)(c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,0
3800,231656.0,c1ccc2c(c1)c1ccccc1n2Cn1c2ccccc2c2ccccc21,0
3801,231690.0,O=C(O)c1ccccc1C1c2ccccc2Oc2ccccc21,0
3802,410389.0,C[N+]1(CCCC[N+]2(C)CCCCCCC2)CCCCCCC1,0
3803,3246109.0,N#C[C@@H](N=Nc1ccccc1C(=O)O)C(N)=O,0
3804,231799.0,NCC1CCCCC1.O=C(O)NCC1CCCCC1,0
3805,231852.0,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1C(=O)O,0
3806,31277.0,O=C(O)CSCC(=O)O,0
3807,410462.0,Nc1ccc(S(=O)(=O)NCCS(=O)(=O)O)cc1,0
3808,231992.0,Cc1ccc(CCCC(=O)O)cc1C,0
3809,3246110.0,CC1CCC(C(=O)O)([C@H](Br)C(=O)O)CC1,0
3810,5771545.0,COc1cc(C)cc(OC)c1/C=C\C(=O)O,0
3811,3246111.0,O=c1[nH]c2[nH]c(=S)[nH]c(=S)c2[nH]1,0
3812,232155.0,COc1cc(NCCC(=O)O)c2ncccc2c1,0
3813,79626.0,c1ccc2c(c1)nnn2CN1CCOCC1,0
3814,95687.0,Cc1ncc(COP(=O)(O)O)c(C)c1O,0
3815,3246112.0,N[C@@H](Cc1ccccc1)P(=O)(O)O,0
3816,90273.0,CN(C)CCNc1ccccn1,0
3817,8546.0,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,0
3818,151367.0,[N-]=[N+]=NCC(O)CN=[N+]=[N-],0
3819,232693.0,Cc1cc(OCC(=O)O)c(Cl)cc1Cl,0
3820,232780.0,Cc1cc(O)c(C(C)C)cc1N=Cc1ccccc1O,1
3821,3246113.0,C[C@@]1(C(=O)O)CCC[C@@H]1C(=O)O.C[C@@]1(C(=O)O)CCC[C@@H]1C(=O)O,0
3822,3246115.0,Cc1cccc2c1Oc1ccccc1[C@@H]2NC(=O)c1ccc([N+](=O)[O-])cc1,0
3823,3246116.0,CC(C)=C[C@H]1[C@@H](COC(=O)c2cc3c(cc2Cl)OCO3)C1(C)C,1
3824,3246117.0,CC(C)=C[C@H]1[C@@H](COC(=O)c2ccccc2Cl)C1(C)C,0
3825,16684732.0,Nc1ccccc1O.O.O=C(O)[C@H]1O[Sb]O[C@H]1C(=O)O,0
3826,233294.0,COc1c(NC(C)=O)c2ccccc2c2ccccc12,0
3827,9561213.0,NC(=O)/N=C(\N)NC(=O)c1ccccc1,0
3828,3246119.0,O=C(O)[C@H](Cc1cc(I)c(O)c(I)c1)C1CCCCC1,0
3829,3246120.0,O=c1cc(CF)[nH]c(=S)[nH]1,0
3830,233907.0,c1ccc2c(CSCc3cccc4ccccc34)cccc2c1,0
3831,233979.0,O=C(NCCO)c1ccc(Cl)cc1,0
3832,3246121.0,N[C@@](CCc1ccccc1)(C(=O)O)c1ccccc1,0
3833,2249310.0,Cc1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1,0
3834,3246122.0,CC(C)(C)C(=O)[C@H]([C@@H](c1ccccc1)N1CCOCC1)N1CCOCC1,1
3835,5367262.0,O=C(N/N=C\c1cccc(O)c1)c1ccncc1,0
3836,234303.0,CCN(CC(=O)O)C(=O)c1cccnc1,0
3837,3246123.0,Cc1cccc(Cl)c1NC[C@H](O)CN1CCN(C)CC1,0
3838,234402.0,Nc1ccc(S(=O)(=O)c2ccc(NCN3C(=O)NC(=O)C(=O)C3=O)cc2)cc1,1
3839,234404.0,c1ccc2sc(SCN(C3CCCCC3)C3CCCCC3)nc2c1,0
3840,3246124.0,Cc1cc2ccccc2c[n+]1CC(O)C[n+]1cc2ccccc2cc1C,0
3841,3246125.0,O=c1[nH]c(=S)c2[nH]c(=O)n(-c3ccccc3)c2[nH]1,0
3842,3246126.0,C[C@@]1(CCOCc2ccccc2)NC(=O)NC1=O,0
3843,3246127.0,CN[C@H](Cc1ccccc1)c1cccc(OC)c1O,0
3844,5771547.0,O=C(O)/C(=C\c1ccc(O)cc1)c1cccc2ccccc12,0
3845,3246128.0,O=C(c1ccccc1)[C@H](Nc1ccc2ccccc2c1)c1ccccc1,1
3846,5351743.0,CC(C)c1ccc(/C=C2\C=C(c3ccc4ccccc4c3)OC2=O)cc1,0
3847,234772.0,CC(CCc1nc2ccccc2s1)(c1ccc(O)cc1)c1ccc(O)cc1,1
3848,234810.0,N=C(N)SCc1ccc(Cl)cc1Cl.O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,0
3849,411628.0,O=C(C[N+]1(c2ccccc2)CCOCC1)c1ccccc1,0
3850,1871019.0,O=C(C[C@@H](c1ccccc1)N1CCCCC1)c1ccccc1,0
3851,411668.0,O=C(C[n+]1ccc2ccccc2c1)c1ccc2ccc3ccccc3c2c1,0
3852,234859.0,c1ccc2sc(SCSc3nc4ccccc4s3)nc2c1,1
3853,5771548.0,N=C(N)c1ccc(/C=C\c2ccc(C(=N)N)cc2)cc1,0
3854,234890.0,O=[As](O)(O)c1ccc2nc3cc([As](=O)(O)O)ccc3nc2c1,0
3855,198879.0,Cc1ccc(-[n+]2cc(=O)o[nH]2)cc1,0
3856,65708.0,O=C(O)CCc1nc2ccccc2[nH]1,0
3857,943044.0,Nc1nc(SCCc2ccccc2)c2[nH]cnc2n1,1
3858,235013.0,N=C(N)SCc1ccc(Cl)c2ccccc12.O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0
3859,411803.0,CCc1ccc(CCC(=O)O)nc1,0
3860,235043.0,O=C(SCc1cccc2ccccc12)c1ccc(Cl)cc1,0
3861,3246129.0,c1ccc2c[n+](CCCC[n+]3ccc4ccccc4c3)ccc2c1,0
3862,6713589.0,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3[N+](C)(C)CC2)CC[N+]1(C)C,0
3863,235298.0,CN(C)CCn1c(CO)nc2c1c(=O)n(C)c(=O)n2C,0
3864,225218.0,Cn1c(=O)c2[nH]c(CCC(=O)O)nc2n(C)c1=O,0
3867,5771549.0,Nc1nc(SC/C=C\c2ccccc2)c2[nH]cnc2n1,1
3868,3246134.0,[N-]=[N+]=NCC(=O)c1c[nH]c(=O)[nH]c1=O,0
3869,3246135.0,CC[C@](N)(C(=O)O)C(C)C,0
3870,235538.0,O=S(=O)(O)c1cc(N=[N+]([O-])c2cc(S(=O)(=O)O)c3ccccc3c2)cc2ccccc12,0
3871,80709.0,Nc1cc(S(=O)(=O)O)cc2ccc(S(=O)(=O)O)cc12,0
3872,235577.0,O=C(O)c1ccc(Cc2ccccc2C(=O)O)cc1,0
3873,80444.0,Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O,0
3874,235593.0,Nc1cccc2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc12,0
3875,235633.0,O=S(=O)(c1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0
3876,412128.0,c1ccc(-c2nnn(CCN3CCCCC3)n2)cc1,0
3877,95806.0,O=C(O)CCNc1ncnc2nc[nH]c12,0
3879,412194.0,Cc1cc(CN2CCCCC2)c(O)c(CN2CCCCC2)c1,0
3880,236027.0,CC(=O)Nc1c(C)cc(OCC(=O)O)cc1C,0
3881,236058.0,Cn1cnc([N+](=O)[O-])c1SCC(=O)O,0
3882,412254.0,CN1CCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,0
3883,236265.0,CN(C)Cc1cc(C(=O)O)cc(CN(C)C)c1O,0
3884,3246138.0,CNc1ncnc(Sc2nc(N)nc3nc[nH]c23)c1[N+](=O)[O-],0
3885,3246139.0,Nc1nc(SCC(=O)c2ccc(Br)cc2)c2[nH]cnc2n1,1
3886,3246140.0,CC(C)[C@H](Sc1nc(N)nc2nc[nH]c12)C(=O)O,0
3887,3246141.0,Nc1nc(SCc2ccccc2[N+](=O)[O-])c2[nH]cnc2n1,1
3888,3246142.0,O=C(O)CC[C@@]1(c2ccccc2)NC(=O)NC1=O,0
3889,814972.0,O=C(O)C[C@@H](C(=O)O)c1ccccc1[N+](=O)[O-],0
3890,412301.0,CN(C)CCCn1cnc2cc(Cl)c(Cl)cc21,0
3891,412302.0,Cc1nc2cccc([N+](=O)[O-])c2n1CCCN(C)C,0
3892,236579.0,CN(C)Cc1cc(Cl)c(O)c(CN(C)C)c1,0
3893,3246143.0,CN1C[C@H](c2ccccc2)C(O)([C@]2(c3ccccc3)CN(C)C[C@@H](c3ccccc3)C2=O)[C@H](c2ccccc2)C1,0
3894,236591.0,O=C(O)C(Cc1cccs1)C(=O)O,0
3895,3246144.0,CNC[C@@H](SC)c1ccc(O)c(O)c1,0
3896,236602.0,CN(C)Cc1cc(O)c(O)c(CN(C)C)c1,0
3897,3246145.0,CCC[C@H](Sc1nc(N)nc2nc[nH]c12)C(=O)O,0
3898,906176.0,OC[C@@H](O)CSc1ncnc2nc[nH]c12,0
3899,5351763.0,O=C(O)C(=O)/C=C(\O)c1ccc(Br)cc1,0
3900,83791.0,NCS(=O)(=O)O,0
3901,3246146.0,C[C@@]12Cc3cnc(-c4ccccc4)nc3C[C@@H]1CC[C@H]1[C@@H]2CC[C@]2(C)[C@@H]1CC[C@@]2(C)O,0
3902,2724199.0,O=C(O)c1cc(=O)[nH]c(=S)[nH]1,0
3903,3246147.0,N[C@@H](CSCc1ccc(I)cc1)C(=O)O,0
3904,236954.0,O=C(O)CCSCc1ccc(I)cc1,0
3905,23365.0,CCOC(=O)CCCN,0
3906,237116.0,OCCCNc1ncnc2[nH]ncc12,0
3907,237120.0,O=C(O)Cc1[nH]cnc1C(=O)O,0
3908,412623.0,O=C(O)c1cc2ccccc2c(S(=O)(=O)O)c1O,0
3909,700622.0,O=C(O)/C(=C\c1ccccc1)c1ccccc1,0
3910,135403624.0,CC(C)CNc1nc(N)[nH]c(=O)c1NC=O,0
3911,237371.0,C=C(C)CNCC(=C)C.Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
3912,80247.0,O=P(O)(O)CCP(=O)(O)O,0
3913,134490.0,NCC[C@H](N)C(=O)O,0
3914,3246151.0,c1ccc(CN2CC[C@@H](CNc3ncnc4ccccc34)C2)cc1,0
3915,237617.0,O=C(O)c1oc(C(=O)O)c(C(=O)O)c1C(=O)O,0
3916,3246152.0,C[C@@H](C[C@H](N)C(=O)O)C(=O)O,0
3917,3246153.0,CC1CCC(O)([C@](C)(C(=O)O)c2ccccc2)CC1,0
3918,234991.0,O[C@@H](CN1CC1)[C@H](O)CN1CC1,0
3919,686030.0,COc1ccc(C[C@H](O)CN2CCOCC2)cc1,0
3920,237752.0,c1ccc(SC(Sc2ccccc2)c2ccc3c(c2)OCO3)cc1,1
3921,65526.0,NCc1ccc(C(=O)O)cc1,0
3922,5338.0,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,0
3923,3246154.0,O=C(O)C[C@H](S)C(=O)O,0
3924,80257.0,COC(=O)c1cc(=O)[nH]c(=O)[nH]1,0
3925,135403625.0,O=C(O)c1cc(=O)[nH]c(SCc2ccccc2)n1,0
3926,237975.0,Cc1ncn(-c2ccccc2O)c1C,0
3927,412863.0,CN(C)C(=O)C1CCN(Cc2c[nH]c3ccccc23)CC1,0
3928,412865.0,c1ccc2c(CN3CCN(Cc4c[nH]c5ccccc45)CC3)c[nH]c2c1,0
3929,3246156.0,C[N+](C)(C)c1ccc([C@H](N)C(=O)O)cc1,0
3930,3032930.0,S=C(S)NCCN1CCNCC1,0
3931,3246157.0,CC[C@@H](Nc1ncnc2nc[nH]c12)C(=O)O,0
3932,3246158.0,O=C1Nc2ccccc2[C@]1(O)Cc1ccccn1,0
3933,238309.0,CN(C)CCCc1cccnc1,0
3934,95909.0,c1ccc(CCN2CCOCC2)nc1,0
3935,238322.0,CC(C)CNCCc1ccccn1,0
3936,238326.0,c1ccc(CCNc2ccccn2)nc1,0
3937,238327.0,c1ccc(CCNCc2ccco2)nc1,0
3938,238347.0,O=C(CC(=O)c1ccncc1)c1ccccc1,1
3939,238356.0,CC(C)C(=O)C(C)(C)CCc1ccccn1,0
